wave,l1_code,l1_slug,name_ko,action,l2_type,name_ko_hint,expansion_axis,priority,target_l3,status,notes
3,11,travel,여행,add,geo_intl,프랑스 여행,해외 국가 확장,A,40,done,
3,11,travel,여행,add,geo_intl,영국 여행,해외 국가 확장,A,40,done,
3,10,food,푸드,add,cuisine,파스타 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,스테이크 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,샌드위치 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,수프 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,반찬 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,김밥 만들기,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,볶음밥 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,찌개 레시피,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,탕 요리,요리 확장,A,30,done,
3,10,food,푸드,add,cuisine,캠핑 요리,요리 확장,A,30,done,
3,10,food,푸드,add,meal,유아 간식,식단·식사,A,25,done,
3,10,food,푸드,add,meal,저탄고지 식단,식단·식사,A,25,done,
3,10,food,푸드,add,meal,비건 레시피,식단·식사,A,25,pending,
3,10,food,푸드,add,meal,국수 요리,식단·식사,A,25,pending,
3,10,food,푸드,add,meal,튀김 레시피,식단·식사,A,25,done,
3,10,food,푸드,add,meal,야식 레시피,식단·식사,A,25,done,
3,10,food,푸드,add,meal,도시락 반찬,식단·식사,A,25,pending,
3,10,food,푸드,add,meal,술안주 만들기,식단·식사,A,25,pending,
3,10,food,푸드,add,meal,다이어트 도시락,식단·식사,A,25,done,
3,10,food,푸드,add,meal,고단백 식단,식단·식사,A,25,done,
3,10,food,푸드,add,ingredient,소고기 요리,재료 확장,A,30,done,
3,10,food,푸드,add,ingredient,감자 요리,재료 확장,A,30,done,
3,10,food,푸드,add,ingredient,계란 요리,재료 확장,A,30,done,
3,10,food,푸드,add,ingredient,채소 요리,재료 확장,A,30,done,
3,10,food,푸드,add,ingredient,버섯 요리,재료 확장,A,30,done,
3,08,beauty,뷰티,add,concern,미백 케어,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,탄력 케어,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,속건조 케어,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,민감성 피부,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,지성 피부,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,건성 피부,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,복합성 피부,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,홍조 케어,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,다크서클 케어,피부 고민,A,25,done,
3,08,beauty,뷰티,add,concern,트러블 케어,피부 고민,A,25,pending,
3,08,beauty,뷰티,add,audience,10대 피부,연령·대상,A,20,done,
3,08,beauty,뷰티,add,audience,20대 피부,연령·대상,A,20,done,
3,08,beauty,뷰티,add,audience,30대 피부,연령·대상,A,20,done,
3,08,beauty,뷰티,add,audience,40대 피부,연령·대상,A,20,done,
3,08,beauty,뷰티,add,audience,임산부 뷰티,연령·대상,A,20,done,
3,08,beauty,뷰티,add,body_part,립 케어,부위·제품,A,20,done,
3,08,beauty,뷰티,add,body_part,아이 메이크업,부위·제품,A,20,pending,
3,08,beauty,뷰티,add,body_part,바디 케어,부위·제품,A,20,done,
3,08,beauty,뷰티,add,body_part,각질 제거,부위·제품,A,20,done,
3,08,beauty,뷰티,add,body_part,선크림,부위·제품,A,20,done,
3,08,beauty,뷰티,add,body_part,클렌징,부위·제품,A,20,done,
3,08,beauty,뷰티,add,body_part,토너 추천,부위·제품,A,20,pending,
3,08,beauty,뷰티,add,body_part,세럼 추천,부위·제품,A,20,pending,
3,08,beauty,뷰티,add,body_part,에센스 추천,부위·제품,A,20,pending,
3,08,beauty,뷰티,add,body_part,팩 추천,부위·제품,A,20,done,
3,08,beauty,뷰티,add,routine,아침 스킨케어,루틴,A,25,pending,
3,08,beauty,뷰티,add,routine,저녁 스킨케어,루틴,A,25,pending,
3,08,beauty,뷰티,add,routine,주말 팩 루틴,루틴,A,25,done,
3,08,beauty,뷰티,add,routine,여름 스킨케어,루틴,A,25,done,
3,08,beauty,뷰티,add,routine,겨울 스킨케어,루틴,A,25,done,
3,08,beauty,뷰티,add,routine,화장 전 루틴,루틴,A,25,done,
3,08,beauty,뷰티,add,routine,클렌징 루틴,루틴,A,25,pending,
3,13,pet,펫,add,breed,골든리트리버 케어,견종,A,25,done,
3,13,pet,펫,add,breed,시츄 케어,견종,A,25,done,
3,13,pet,펫,add,breed,비숑 케어,견종,A,25,done,
3,13,pet,펫,add,breed,웰시코기 케어,견종,A,25,done,
3,13,pet,펫,add,breed,포메라니안 케어,견종,A,25,done,
3,13,pet,펫,add,cat,고양이 건강,고양이,A,25,done,
3,13,pet,펫,add,cat,고양이 사료 비교,고양이,A,25,done,
3,13,pet,펫,add,cat,반려묘 입양,고양이,A,25,done,
3,13,pet,펫,add,cat,고양이 간식,고양이,A,25,done,
3,13,pet,펫,add,cat,고양이 그루밍,고양이,A,25,done,
3,13,pet,펫,add,situation,강아지 사료,상황,A,20,done,
3,13,pet,펫,add,situation,강아지 간식,상황,A,20,done,
3,13,pet,펫,add,situation,펫 용품,상황,A,20,pending,
3,13,pet,펫,add,situation,반려동물 여행,상황,A,20,done,
3,13,pet,펫,add,situation,펫 호텔,상황,A,20,done,
3,13,pet,펫,add,situation,반려동물 보험,상황,A,20,pending,
3,13,pet,펫,add,situation,강아지 산책,상황,A,20,done,
3,14,outdoor,아웃도어,add,season,봄 캠핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,가을 캠핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,백패킹,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,트레킹,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,물놀이 캠핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,솔로 캠핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,노지 캠핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,season,글램핑,시즌·유형,A,30,done,
3,14,outdoor,아웃도어,add,gear,등산화,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,배낭 추천,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,등산 스틱,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,캠핑 의자,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,캠핑 테이블,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,아이 캠핑,장비,A,25,done,
3,14,outdoor,아웃도어,add,gear,민물낚시,장비,A,25,done,
3,06,cars,자동차,add,maintenance,국산차 가이드,관리·용품,A,25,pending,
3,06,cars,자동차,add,maintenance,전기차 충전,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,타이어 관리,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,오일 교환,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,블랙박스,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,내비게이션,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,자동차 세차,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,주차 팁,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,고속도로 운전,관리·용품,A,25,pending,
3,06,cars,자동차,add,maintenance,연비 향상,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,차량 냄새 제거,관리·용품,A,25,done,
3,06,cars,자동차,add,maintenance,자동차 악세서리,관리·용품,A,25,pending,
3,07,tech,IT/테크,add,product,태블릿 리뷰,제품군,B,25,done,
3,07,tech,IT/테크,add,product,노트북 리뷰,제품군,B,25,done,
3,07,tech,IT/테크,add,product,이어폰 리뷰,제품군,B,25,done,
3,07,tech,IT/테크,add,product,모니터 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,공유기 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,키보드 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,마우스 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,웹캠 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,SSD 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,스마트워치,제품군,B,25,done,
3,07,tech,IT/테크,add,product,무선충전기,제품군,B,25,done,
3,07,tech,IT/테크,add,product,보조배터리,제품군,B,25,done,
3,07,tech,IT/테크,add,product,블루투스 스피커,제품군,B,25,done,
3,07,tech,IT/테크,add,product,프린터 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,product,NAS 추천,제품군,B,25,done,
3,07,tech,IT/테크,add,howto,AI 활용,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,ChatGPT 팁,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,데이터 백업,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,클라우드 저장,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,스마트홈,IT howto,B,20,pending,
3,07,tech,IT/테크,add,howto,화상회의 팁,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,사진 보정 앱,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,스마트폰 설정,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,PC 최적화,IT howto,B,20,done,
3,07,tech,IT/테크,add,howto,와이파이 설정,IT howto,B,20,pending,
3,04,fashion,패션,add,season,봄 코디,시즌 코디,B,25,done,
3,04,fashion,패션,add,season,여름 코디,시즌 코디,B,25,done,
3,04,fashion,패션,add,season,가을 코디,시즌 코디,B,25,done,
3,04,fashion,패션,add,season,겨울 코디,시즌 코디,B,25,done,
3,04,fashion,패션,add,season,환절기 코디,시즌 코디,B,25,done,
3,04,fashion,패션,add,style,오피스룩,스타일,B,20,done,
3,04,fashion,패션,add,style,데이트룩,스타일,B,20,done,
3,04,fashion,패션,add,style,캐주얼 코디,스타일,B,20,done,
3,04,fashion,패션,add,style,스트릿 패션,스타일,B,20,done,
3,04,fashion,패션,add,style,빈티지 패션,스타일,B,20,done,
3,04,fashion,패션,add,style,플러스사이즈,스타일,B,20,done,
3,04,fashion,패션,add,style,데일리룩,스타일,B,20,done,
3,04,fashion,패션,add,style,출근룩,스타일,B,20,pending,
3,04,fashion,패션,add,style,면접 복장,스타일,B,20,done,
3,04,fashion,패션,add,style,데님 코디,스타일,B,20,done,
3,03,health,건강/다이어트,add,exercise,홈트레이닝,운동,C,20,done,
3,03,health,건강/다이어트,add,exercise,요가 입문,운동,C,20,done,
3,03,health,건강/다이어트,add,exercise,필라테스,운동,C,20,done,
3,03,health,건강/다이어트,add,exercise,스트레칭,운동,C,20,done,
3,03,health,건강/다이어트,add,exercise,헬스 입문,운동,C,20,done,
3,03,health,건강/다이어트,add,diet,단백질 식단,식단·건강,C,20,done,
3,03,health,건강/다이어트,add,diet,간헐적 단식,식단·건강,C,20,done,
3,03,health,건강/다이어트,add,diet,저염 식단,식단·건강,C,20,done,
3,03,health,건강/다이어트,add,diet,혈당 관리,식단·건강,C,20,done,
3,03,health,건강/다이어트,add,diet,콜레스테롤 관리,식단·건강,C,20,done,
3,01,entertainment,이슈/연예,add,topic,K-POP,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,드라마 추천,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,예능 추천,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,OTT 추천,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,넷플릭스 드라마,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,웹툰 추천,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,아이돌 소식,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,가요 차트,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,콘서트 정보,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예 가십,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,드라마 OST,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,리얼리티 예능,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예인 패션,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,시상식,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,영화 추천,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,한국 영화,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,해외 드라마,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예인 유튜브,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,팬덤 굿즈,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,컴백 일정,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,음악방송,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예 뉴스,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,셀럽 스타일,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,화보,연예 세분,HOLD,15,pending,
3,01,entertainment,이슈/연예,add,topic,아이돌 콘서트,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,예능 명장면,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,배우 필모그래피,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,아이돌 굿즈,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예인 다이어트,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,연예인 결혼,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,드라마 배우,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,예능 MC,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,아이돌 팬사인회,연예 세분,HOLD,15,done,
