l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,tier,quality_score,drop_reason
01-variety-highlight-variety-show-replay,01-variety-highlight,01,variety-show-replay,예능 다시보기,예능 프로그램 다시보기 모음,info,tip,예능 프로그램 다시보기를 제공합니다.,slot_2step,2026-06-08T12:04:15.510570+00:00,drop,57,duplicate_slug
02-consumption-habits-car-insurance-cost-saving,02-consumption-habits,02,car-insurance-cost-saving,자동차 보험료 절약,자동차 보험료 절약하는 방법,info,tip,자동차 보험료를 절약할 수 있는 다양한 방법을 소개합니다.,slot_2step,2026-06-08T12:11:00.399064+00:00,drop,72,duplicate_slug
02-consumption-habits-carry-on-baggage-regulations,02-consumption-habits,02,carry-on-baggage-regulations,기내 수화물,기내 수화물 규정 안내,info,tip,기내 수화물 규정에 대한 정보,slot_2step,2026-06-08T12:11:00.399064+00:00,drop,60,duplicate_slug
02-small-business-support-government-support-for-small-businesses,02-small-business-support,02,government-support-for-small-businesses,소상공인 정부 지원 정책,소상공인 정부 지원 정책 종류,info,tip,소상공인을 위한 다양한 정부 지원 정책 정보를 제공합니다.,slot_2step,2026-06-08T12:13:10.069465+00:00,drop,65,duplicate_slug
02-stock-beginner-stock-investment-risk-management,02-stock-beginner,02,stock-investment-risk-management,주식 투자 리스크 관리,주식 투자 리스크 관리,info,tip,주식 투자 시 발생할 수 있는 리스크를 관리하는 방법,slot_2step,2026-06-08T12:06:03.369708+00:00,drop,77,duplicate_slug
02-tax-saving-methods-stock-investment-tax-saving,02-tax-saving-methods,02,stock-investment-tax-saving,주식 투자 세금 절감,주식 투자 세금 절약 팁,info,tip,주식 투자 시 세금을 절약하는 팁을 제공합니다.,slot_2step,2026-06-08T12:07:11.461316+00:00,drop,72,duplicate_slug
02-small-business-support-small-business-startup-loan,02-small-business-support,02,small-business-startup-loan,소상공인 창업 대출,소상공인 창업 대출 받는 법,info,tip,창업을 위한 소상공인 대출 정보,slot_2step,2026-06-08T12:13:10.069465+00:00,drop,60,duplicate_slug
02-startup-funding-startup-failure-case-studies,02-startup-funding,02,startup-failure-case-studies,창업 실패 사례,창업 실패 사례 분석과 교훈,info,tip,창업 실패 사례를 분석하고 그로부터 얻는 교훈을 제공합니다.,slot_2step,2026-06-08T12:17:39.847100+00:00,drop,65,duplicate_slug
05-player-transfer-topic,05-player-transfer,05,topic,해외 축구 이적 뉴스,해외 축구 선수 이적 뉴스 최신 정보,news,tip,최신 해외 축구 선수 이적 뉴스를 제공합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,54,duplicate_slug
05-sports-viewing-topic,05-sports-viewing,05,topic,해외 스포츠 경기 시청 방법,해외 스포츠 경기 시청 가이드 및 중계 사이트,info,tip,해외 스포츠 경기를 쉽고 빠르게 시청할 수 있는 방법을 알려드립니다.,slot_2step,2026-06-09T01:48:23.598687+00:00,drop,70,duplicate_slug
05-player-transfer-topic-2,05-player-transfer,05,topic-2,야구 선수 트레이드,야구 선수 트레이드 분석 및 전망,info,tip,야구 선수 트레이드 분석을 제공합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,62,duplicate_slug
05-sports-viewing-topic-2,05-sports-viewing,05,topic-2,무료 스포츠 시청 사이트 목록,스포츠 무료 시청 가능한 사이트,info,tip,스포츠 경기를 무료로 시청할 수 있는 사이트 목록을 확인하세요.,slot_2step,2026-06-10T06:32:51.930449+00:00,drop,62,duplicate_slug
05-player-transfer-topic-3,05-player-transfer,05,topic-3,축구 이적 시장,축구 선수 이적 시장 전망 및 분석,info,tip,축구 선수 이적 시장 전망을 분석합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,62,duplicate_slug
05-sports-viewing-topic-3,05-sports-viewing,05,topic-3,스포츠 생중계 앱 평가,스포츠 생중계 앱 추천 순위,info,review,스포츠 경기를 생중계로 시청할 수 있는 앱의 평가와 순위를 확인하세요.,slot_2step,2026-06-10T06:32:51.930449+00:00,drop,62,duplicate_slug
05-player-transfer-topic-4,05-player-transfer,05,topic-4,스포츠 이적 루머,스포츠 선수 이적 루머 및 소식,info,tip,스포츠 선수 이적 루머를 정리합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,62,duplicate_slug
05-player-transfer-topic-5,05-player-transfer,05,topic-5,농구 선수 이적,농구 선수 이적 소식 및 분석,news,tip,농구 선수 이적 소식을 제공합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,54,duplicate_slug
05-player-transfer-topic-6,05-player-transfer,05,topic-6,골프 선수 이적,골프 선수 이적 이슈 및 분석,info,tip,골프 선수 이적 이슈를 분석합니다.,slot_2step,2026-06-09T01:48:23.598626+00:00,drop,62,duplicate_slug
05-sports-travel-travel-insurance-claim,05-sports-travel,05,travel-insurance-claim,여행 보험 청구,여행 보험 청구 방법,howto,tip,여행 보험 청구 방법을 제공합니다.,slot_2step,2026-06-09T01:48:23.598745+00:00,drop,80,duplicate_slug
11-gangwon-trip-travel-insurance-claim,11-gangwon-trip,11,travel-insurance-claim,여행자보험청구,여행자 보험 청구 절차 알아보기,info,tip,여행 중 발생한 사고에 대비한 여행자 보험 청구 절차를 안내합니다.,slot_2step,2026-06-09T03:22:34.148492+00:00,drop,73,duplicate_slug
05-sports-travel-travel-photography-tips,05-sports-travel,05,travel-photography-tips,여행 사진 촬영 팁,여행 사진 잘 찍는 법,howto,tip,여행 사진을 잘 찍는 팁을 제공합니다.,slot_2step,2026-06-09T01:48:23.598745+00:00,drop,76,duplicate_slug
07-ai-utilization-travel-insurance-guide,07-ai-utilization,07,travel-insurance-guide,여행 보험 가입,여행자를 위한 보험 가입 완벽 가이드,info,tip,안전한 여행을 위한 여행 보험 가입 방법과 팁을 제공합니다.,slot_2step,2026-06-09T02:26:54.207958+00:00,drop,78,duplicate_slug
11-travel-insurance-travel-insurance-guide,11-travel-insurance,11,travel-insurance-guide,여행자 보험 가입 방법,여행자 보험 가입 방법과 보장 범위 안내,info,tip,안전한 여행을 위한 여행자 보험 가입 방법과 보장 범위를 안내합니다.,slot_2step,2026-06-10T04:25:09.428665+00:00,drop,86,duplicate_slug
08-twenties-skin-care-pibu-taipbyeol-gwanri,08-twenties-skin-care,08,pibu-taipbyeol-gwanri,피부 타입별 관리법,20대 피부 타입별 관리 방법,info,tip,20대 피부 타입별 관리 방법과 팁,slot_2step,2026-06-09T02:35:51.627494+00:00,drop,90,duplicate_slug
08-skin-dryness-care-dry-skin-supplements,08-skin-dryness-care,08,dry-skin-supplements,속건조 영양제 추천,속건조 피부 영양제 선택,info,tip,속건조 피부를 위한 영양제 추천과 선택 방법을 소개합니다.,slot_2step,2026-06-09T02:32:53.820216+00:00,drop,74,duplicate_slug
08-weekend-face-mask-routine-post-exfoliation-skin-care-tips,08-weekend-face-mask-routine,08,post-exfoliation-skin-care-tips,각질 제거 후 피부 관리,각질 제거 후 피부 관리하는 법,info,tip,각질 제거 후 피부를 건강하게 관리하는 방법을 알려드립니다.,slot_2step,2026-06-09T02:39:41.752189+00:00,drop,90,duplicate_slug
08-weekend-face-mask-routine-acne-skin-care-routine,08-weekend-face-mask-routine,08,acne-skin-care-routine,여드름 피부 관리 루틴,여드름 피부 완벽 관리 루틴,info,tip,여드름 피부를 위한 효과적인 관리 루틴과 팁,slot_2step,2026-06-09T02:39:41.752189+00:00,drop,90,duplicate_slug
10-chinese-recipes-chinese-cooking-tools,10-chinese-recipes,10,chinese-cooking-tools,중식 요리 도구 종류,중식 요리 도구 가이드,info,tip,중식 요리에 필요한 도구들을 소개합니다.,slot_2step,2026-06-09T03:06:15.258624+00:00,drop,78,duplicate_slug
10-baby-meal-healthy-snacks-for-kids,10-baby-meal,10,healthy-snacks-for-kids,어린이 건강 간식 추천,어린이를 위한 건강 간식 아이디어,info,tip,어린이를 위한 건강한 간식 옵션,slot_2step,2026-06-09T03:11:14.339553+00:00,drop,74,duplicate_slug
11-packing-tips-travel-packing-checklist,11-packing-tips,11,travel-packing-checklist,여행 짐 싸기 체크리스트,여행 짐 싸기 체크리스트 완벽 가이드,info,tip,여행 짐 싸기 체크리스트를 통해 효율적으로 짐을 싸보세요.,slot_2step,2026-06-10T04:26:06.073301+00:00,drop,90,duplicate_slug
11-attraction-reservation-accommodation-booking-site-comparison,11-attraction-reservation,11,accommodation-booking-site-comparison,숙소 예약 사이트 비교,숙소 예약 사이트 비교 리뷰,info,review,숙소 예약 사이트를 비교하여 가장 저렴한 곳을 찾아보세요.,slot_2step,2026-06-10T04:26:49.365525+00:00,drop,90,duplicate_slug
11-family-trip-baby-travel-essentials,11-family-trip,11,baby-travel-essentials,아기 여행용품 추천,아기와 여행 필수 용품 추천,info,tip,아기와 여행 시 필요한 용품을 추천합니다.,slot_2step,2026-06-09T03:28:20.381715+00:00,drop,74,duplicate_slug
11-travel-phrases-travel-app-recommendation,11-travel-phrases,11,travel-app-recommendation,여행 앱 추천,여행 필수 앱 추천 리스트,info,tip,여행에 유용한 앱들을 소개합니다.,slot_2step,2026-06-10T04:26:32.809902+00:00,drop,74,duplicate_slug
11-travel-itinerary-2-travel-blogging-tips,11-travel-itinerary-2,11,travel-blogging-tips,여행 블로그 운영,여행 블로그 운영 팁,info,tip,성공적인 여행 블로그 운영을 위한 노하우를 공유합니다.,slot_2step,2026-06-10T04:32:39.008767+00:00,drop,90,duplicate_slug
11-travel-insurance-travel-insurance-comparison,11-travel-insurance,11,travel-insurance-comparison,여행 보험 비교,여행 보험 비교 사이트와 선택 가이드,info,tip,여행 보험 비교 사이트를 통해 최적의 보험을 선택하는 방법을 안내합니다.,slot_2step,2026-06-10T04:25:09.428665+00:00,drop,78,duplicate_slug
13-multi-cat-household-cat-litter-box-management,13-multi-cat-household,13,cat-litter-box-management,고양이 화장실 관리,고양이 화장실 관리 노하우,howto,tip,고양이 화장실을 관리하는 노하우를 알려드립니다.,slot_2step,2026-06-10T04:37:16.861038+00:00,drop,96,duplicate_slug
13-adopting-a-cat-understanding-cat-behavior,13-adopting-a-cat,13,understanding-cat-behavior,고양이 행동 분석,고양이 행동 이해하기,info,tip,고양이의 다양한 행동 이해하기,slot_2step,2026-06-10T04:39:16.544390+00:00,drop,78,duplicate_slug
14-autumn-camping-camping-safety-rules,14-autumn-camping,14,camping-safety-rules,캠핑장 안전 수칙,안전한 캠핑을 위한 필수 수칙,info,tip,캠핑장에서 지켜야 할 안전 수칙,slot_2step,2026-06-10T06:32:51.930762+00:00,drop,78,duplicate_slug
14-solo-camping-camping-site-reviews,14-solo-camping,14,camping-site-reviews,캠핑장 리뷰 사이트,실제 캠핑장 리뷰와 평가,info,review,다양한 캠핑장의 실제 이용 후기를 제공합니다.,slot_2step,2026-06-10T04:48:08.330561+00:00,drop,78,duplicate_slug
14-spring-camping-camping-site-reviews,14-spring-camping,14,camping-site-reviews,캠핑장 리뷰,실제 캠퍼가 쓴 캠핑장 리뷰 및 평가,info,review,다양한 캠핑장의 리뷰와 평가를 제공합니다.,slot_2step,2026-06-10T04:46:45.962438+00:00,drop,73,duplicate_slug
14-hiking-stick-hiking-stick-selection-guide,14-hiking-stick,14,hiking-stick-selection-guide,등산 스틱 고르는 법,등산 스틱 선택 가이드,info,tip,등산 스틱의 종류와 올바른 사용법을 소개합니다.,slot_2step,2026-06-10T04:50:01.868086+00:00,drop,78,duplicate_slug
14-gyeonggi-hiking-hiking-safety-rules,14-gyeonggi-hiking,14,hiking-safety-rules,등산 안전 수칙,등산 안전 수칙 10가지,info,tip,안전한 등산을 위한 10가지 안전 수칙입니다.,slot_2step,2026-06-10T04:45:16.259313+00:00,drop,78,duplicate_slug
14-hiking-shoes-hiking-trail-difficulty,14-hiking-shoes,14,hiking-trail-difficulty,등산 코스 난이도,등산 코스 난이도 평가와 선택법,info,tip,등산 코스 난이도를 평가하고 선택하는 방법을 소개합니다.,slot_2step,2026-06-10T04:49:08.877909+00:00,drop,90,duplicate_slug
14-trekking-hiking-safety-precautions,14-trekking,14,hiking-safety-precautions,트레킹 중 주의 사항,안전한 트레킹을 위한 주의 사항,howto,tip,트레킹 중 주의 사항을 알려드립니다.,slot_2step,2026-06-10T04:47:40.199919+00:00,drop,84,duplicate_slug
14-kangwon-camping-camping-cooking-ideas,14-kangwon-camping,14,camping-cooking-ideas,캠핑 요리 아이디어,캠핑 요리 아이디어 모음,info,tip,캠핑에서 만들기 좋은 요리 아이디어들을 공유합니다.,slot_2step,2026-06-10T04:42:32.645823+00:00,drop,78,duplicate_slug
14-solo-camping-camping-cooking-ideas,14-solo-camping,14,camping-cooking-ideas,캠핑 요리 레시피,간단하고 맛있는 캠핑 요리 아이디어,info,tip,캠핑장에서 쉽게 만들 수 있는 요리 아이디어를 제공합니다.,slot_2step,2026-06-10T04:48:08.330561+00:00,drop,90,duplicate_slug
14-summer-camping-camping-cooking-ideas,14-summer-camping,14,camping-cooking-ideas,캠핑 요리 아이디어,여름 캠핑 요리 아이디어 및 레시피,info,tip,여름 캠핑을 위한 쉽고 맛있는 요리 아이디어를 공유합니다.,slot_2step,2026-06-10T04:43:33.377556+00:00,drop,90,duplicate_slug
14-solo-camping-camping-for-beginners-guide,14-solo-camping,14,camping-for-beginners-guide,캠핑 초보자 가이드,캠핑 초보자를 위한 완벽 가이드,info,tip,캠핑을 처음 시작하는 사람들을 위한 가이드입니다.,slot_2step,2026-06-10T04:48:08.330561+00:00,drop,78,duplicate_slug
14-kid-camping-camping-site-safety-rules,14-kid-camping,14,camping-site-safety-rules,캠핑장 안전 수칙,"캠핑장 안전 수칙, 미리 알고 가세요",info,tip,캠핑장에서 지켜야 할 안전 수칙 정보,slot_2step,2026-06-10T06:32:51.930779+00:00,drop,78,duplicate_slug
14-summer-camping-camping-site-reservation-cancellation-policy,14-summer-camping,14,camping-site-reservation-cancellation-policy,캠핑장 예약 취소 정책,캠핑장 예약 취소 정책 및 유의사항,info,tip,캠핑장 예약 취소 정책을 알아보세요.,slot_2step,2026-06-10T06:32:51.930796+00:00,drop,90,duplicate_slug
14-spring-camping-camping-food-preparation,14-spring-camping,14,camping-food-preparation,캠핑 음식 준비,맛있는 캠핑 음식 준비를 위한 5가지 팁,howto,tip,캠핑에서 맛있는 음식을 준비하는 방법을 알려드립니다.,slot_2step,2026-06-10T04:46:45.962438+00:00,drop,96,duplicate_slug
01-ott-recommend-tv-program-ott-viewing,01-ott-recommend,01,tv-program-ott-viewing,TV 프로그램 OTT 시청,TV 프로그램 OTT 서비스 이용 가이드,howto,tip,TV 프로그램을 OTT 서비스로 시청하는 방법을 안내합니다.,slot_2step,2026-06-08T11:59:06.803226+00:00,drop,68,duplicate_title
02-freelancer-tax-freelancer-comprehensive-income-tax-declaration-method,02-freelancer-tax,02,freelancer-comprehensive-income-tax-declaration-method,프리랜서 종합소득세 신고 방법,프리랜서 종합소득세 신고 방법과 절세 전략,info,tip,프리랜서 종합소득세 신고 방법을 알아보고 절세 전략을 세우세요.,slot_2step,2026-06-08T12:18:28.835307+00:00,drop,73,duplicate_title
02-freelancer-tax-freelancer-tax-declaration-period-2,02-freelancer-tax,02,freelancer-tax-declaration-period-2,프리랜서 세금 신고 기간,프리랜서 세금 신고 기간과 유의사항,info,tip,프리랜서 세금 신고 기간과 준비사항을 안내합니다.,slot_2step,2026-06-08T12:15:53.600912+00:00,drop,65,duplicate_title
02-gov-support-money-low-income-government-support,02-gov-support-money,02,low-income-government-support,저소득층 정부 지원,저소득층을 위한 정부 지원 정책,info,tip,저소득층을 위한 다양한 정부 지원 정책을 소개합니다.,slot_2step,2026-06-08T12:12:54.014885+00:00,drop,65,duplicate_title
02-gov-support-money-government-supported-housing-lease,02-gov-support-money,02,government-supported-housing-lease,정부 지원 주택 임대,정부 지원 주택 임대 프로그램 안내,info,tip,정부 지원 주택 임대 프로그램 정보 제공,slot_2step,2026-06-08T12:16:15.149364+00:00,drop,65,duplicate_title
02-gov-support-money-small-business-owner-support-policy,02-gov-support-money,02,small-business-owner-support-policy,소상공인 지원 정책,소상공인 지원 정책 종류 및 신청 방법,info,tip,소상공인 지원 정책에 대해 자세히 알아보기,slot_2step,2026-06-08T12:16:15.149364+00:00,drop,77,duplicate_title
02-gov-support-money-youth-support-funds,02-gov-support-money,02,youth-support-funds,청년 지원금,청년 지원금 종류와 신청 방법,info,tip,청년 지원금의 종류와 신청 방법을 알려드립니다.,slot_2step,2026-06-08T12:12:54.014885+00:00,drop,72,duplicate_title
02-household-book-keeping-gajyeobu-hangmog-bunlyu,02-household-book-keeping,02,gajyeobu-hangmog-bunlyu,가계부 항목 분류,가계부 항목 분류 방법,info,tip,가계부 항목을 체계적으로 분류하는 방법을 알려드립니다.,slot_2step,2026-06-08T12:11:14.148601+00:00,drop,77,duplicate_title
02-inheritance-donation-inheritance-tax-saving-strategies,02-inheritance-donation,02,inheritance-tax-saving-strategies,상속세 절세 전략,상속세 줄이는 법 상속세 절세 전략,info,tip,상속세 절세 전략을 통해 상속세를 줄이는 방법을 알려드립니다.,slot_2step,2026-06-08T12:12:02.150884+00:00,drop,65,duplicate_title
02-inheritance-donation-inheritance-tax-saving-strategies-2,02-inheritance-donation,02,inheritance-tax-saving-strategies-2,상속세 절세 전략,상속세 줄이는 법 상속세 절세 전략,info,tip,상속세 절세 방법과 전략을 알아보세요.,slot_2step,2026-06-08T12:14:25.868120+00:00,drop,65,duplicate_title
02-inheritance-donation-real-estate-gift-tax-3,02-inheritance-donation,02,real-estate-gift-tax-3,부동산 증여 세금,부동산 증여시 세금 얼마나 내야 하나요,info,tip,부동산 증여시 발생하는 세금을 알아보세요.,slot_2step,2026-06-08T12:12:15.303700+00:00,drop,65,duplicate_title
02-small-business-support-small-business-insurance-guide,02-small-business-support,02,small-business-insurance-guide,소상공인 보험 가입 가이드,소상공인을 위한 보험 가입 가이드,howto,tip,소상공인을 위한 보험 가입 방법을 안내합니다.,slot_2step,2026-06-08T12:16:44.499679+00:00,drop,71,duplicate_title
02-startup-funding-startup-funding-investment-strategies,02-startup-funding,02,startup-funding-investment-strategies,창업 자금 투자 유치 방법,창업 자금 투자 유치 전략,howto,tip,성공적인 창업 자금 투자 유치를 위한 전략과 방법을 제공합니다.,slot_2step,2026-06-08T12:13:26.727059+00:00,drop,79,duplicate_title
02-startup-funding-types-of-startup-loans,02-startup-funding,02,types-of-startup-loans,창업 대출 종류,창업 대출 종류와 조건 비교,info,tip,창업을 위한 다양한 대출 종류와 그 조건을 비교 분석합니다.,slot_2step,2026-06-08T12:13:26.727059+00:00,drop,60,duplicate_title
02-unemployment-benefits-sil-eobgeu-um-geum-yeong,02-unemployment-benefits,02,sil-eobgeu-um-geum-yeong,실업급여 금액 계산,실업급여 수령 금액 계산 방법,info,tip,실업급여 수령 금액을 계산하는 방법을 설명합니다.,slot_2step,2026-06-08T12:12:20.900066+00:00,drop,77,duplicate_title
02-unemployment-benefits-sil-eobgeu-um-dae-sangja,02-unemployment-benefits,02,sil-eobgeu-um-dae-sangja,실업급여 대상자 확인,실업급여 대상자 확인 방법,info,tip,실업급여 대상자 확인 방법을 설명합니다.,slot_2step,2026-06-08T12:12:20.900066+00:00,drop,77,duplicate_title
02-unemployment-benefits-who-is-eligible-for-unemployment-benefits,02-unemployment-benefits,02,who-is-eligible-for-unemployment-benefits,실업급여 대상자 확인,실업급여 대상자 확인 방법,info,tip,실업급여 대상자인지 확인하는 방법을 안내합니다.,slot_2step,2026-06-08T12:15:04.861794+00:00,drop,77,duplicate_title
02-year-end-tax-adjustment-year-end-tax-settlement-income-deduction-items,02-year-end-tax-adjustment,02,year-end-tax-settlement-income-deduction-items,연말정산 소득공제 항목,연말정산 소득공제 항목 총정리,info,tip,연말정산 소득공제 항목에 대해 자세히 알아보세요.,slot_2step,2026-06-08T12:19:44.893548+00:00,drop,65,duplicate_title
02-year-end-tax-adjustment-year-end-tax-settlement-refund-amount-inquiry,02-year-end-tax-adjustment,02,year-end-tax-settlement-refund-amount-inquiry,연말정산 환급금 조회,연말정산 환급금 조회 방법,info,tip,연말정산 환급금 조회 방법을 알아보세요.,slot_2step,2026-06-08T12:19:44.893548+00:00,drop,77,duplicate_title
02-year-end-tax-adjustment-yeolmal-jeongsan-seiteon-hwan-geub,02-year-end-tax-adjustment,02,yeolmal-jeongsan-seiteon-hwan-geub,연말정산 세금 환급금 늘리기,연말정산 세금 환급 받는 법,info,tip,연말정산 세금 환급금을 늘리는 절세 전략을 공유합니다.,slot_2step,2026-06-08T12:19:05.173521+00:00,drop,65,duplicate_title
02-year-end-tax-adjustment-yeongmaljeongsan-dae-sangja-hwan-in-bangbeob,02-year-end-tax-adjustment,02,yeongmaljeongsan-dae-sangja-hwan-in-bangbeob,연말정산 대상자 확인,연말정산 대상자 확인 방법,info,tip,연말정산 대상자 확인 방법을 알려드립니다.,slot_2step,2026-06-08T12:14:03.431193+00:00,drop,77,duplicate_title
02-youth-jump-account-youth-savings-bank-comparison,02-youth-jump-account,02,youth-savings-bank-comparison,청년 도약계좌 은행별 금리 비교,청년 도약계좌 은행별 비교 분석,compare,tip,청년 도약계좌의 은행별 금리를 비교하세요,slot_2step,2026-06-08T12:12:53.415285+00:00,drop,71,duplicate_title
02-youth-jump-account-young-jump-account-eligibility-2,02-youth-jump-account,02,young-jump-account-eligibility-2,청년 도약계좌 가입 요건,청년 도약계좌 가입 조건 알아보기,info,tip,청년 도약계좌의 가입 조건을 자세히 설명합니다.,slot_2step,2026-06-08T12:12:53.415285+00:00,drop,65,duplicate_title
02-youth-jump-account-young-jump-account-usage-tips-2,02-youth-jump-account,02,young-jump-account-usage-tips-2,청년 도약계좌 활용법,청년 도약계좌 활용 팁,howto,tip,청년 도약계좌의 활용 팁을 제공합니다.,slot_2step,2026-06-08T12:12:53.415285+00:00,drop,83,duplicate_title
