l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,tier,quality_score,drop_reason
01-award-story-structure-analysis,01-award,01,story-structure-analysis,시상식 수상작의 스토리 구조 분석,시상식 수상작의 스토리 구조 분석 및 특징,info,review,시상식 수상작의 스토리 구조 분석 및 특징,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,62,
01-award-golden-film-awards-winners,01-award,01,golden-film-awards-winners,금태연상 수상 작품 추천,금태연상 수상 작품 추천 및 분석,info,review,금태연상 수상 작품 추천 및 상세 분석,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,58,
01-award-13th-asia-model-awards,01-award,01,13th-asia-model-awards,제13회 아시아모델어워즈,제13회 아시아모델어워즈 수상자 및 수상 작품,info,review,제13회 아시아모델어워즈 수상자 및 수상 작품 정리,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,57,
01-award-15th-korean-music-awards,01-award,01,15th-korean-music-awards,제15회 한국뮤직어워즈,제15회 한국뮤직어워즈 수상자 및 수상 작품,info,review,제15회 한국뮤직어워즈 수상자 및 수상 작품 정리,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,57,
01-award-16th-korean-drama-awards,01-award,01,16th-korean-drama-awards,제16회 한국드라마어워즈,제16회 한국드라마어워즈 수상자 및 수상 작품,info,review,제16회 한국드라마어워즈 수상자 및 수상 작품 정리,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,57,
01-award-37th-seoul-music-awards,01-award,01,37th-seoul-music-awards,제37회 서울음악대상,제37회 서울음악대상 수상자 및 수상 작품,info,review,제37회 서울음악대상 수상자 및 수상 작품 정리,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,57,
01-award-49th-blue-dragon-nominees,01-award,01,49th-blue-dragon-nominees,제49회 청룡영화상 후보,제49회 청룡영화상 후보 목록 및 예상 수상자,info,issue,제49회 청룡영화상 후보 목록 및 예상 수상자 분석,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,54,
01-award-golden-disk-award-2024-nominees,01-award,01,golden-disk-award-2024-nominees,2024 골든디스크상 후보 명단,2024 골든디스크상 후보 명단 전체 확인 방법,info,start,2024년 골든디스크상 후보 작가 및 작품 목록 정리,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,edit,54,
01-broadcast-kdrama-ott-strategy,01-broadcast,01,kdrama-ott-strategy,한국 드라마 OTT 진출 전략,한국 드라마 OTT 진출 전략과 성공 사례,howto,tip,한국 드라마의 OTT 진출 전략과 성공 사례 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,68,
01-broadcast-drama-variety-show-awards,01-broadcast,01,drama-variety-show-awards,드라마 및 예능 프로그램 시상식,드라마 및 예능 프로그램 시상식 일정과 수상자,info,issue,드라마 및 예능 프로그램 시상식 일정과 수상자 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,66,
01-broadcast-k-pop-tv-show-info,01-broadcast,01,k-pop-tv-show-info,K-POP 방송 프로그램 정보,K-POP 방송 프로그램 정보와 일정,info,issue,K-POP 방송 프로그램 정보와 일정 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,66,
01-broadcast-reality-tv-show-recommendation,01-broadcast,01,reality-tv-show-recommendation,리얼리티 방송 프로그램 추천,리얼리티 방송 프로그램 추천과 리뷰,howto,tip,리얼리티 방송 프로그램 추천과 리뷰 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,64,
01-broadcast-jtbc-drama-ratings,01-broadcast,01,jtbc-drama-ratings,JTBC 드라마 시청률,JTBC 드라마 시청률 순위와 분석,info,review,JTBC 드라마 시청률 순위와 분석 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-jtbc-fri-sat-drama-ratings,01-broadcast,01,jtbc-fri-sat-drama-ratings,JTBC 금토 드라마 시청률,JTBC 금토 드라마 시청률 순위와 분석,info,review,JTBC 금토 드라마의 시청률 순위와 분석 자료,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-kbs2-wed-thu-ratings,01-broadcast,01,kbs2-wed-thu-ratings,KBS2 수목 드라마 시청률,KBS2 수목 드라마 시청률 순위와 분석,info,review,KBS2 수목 드라마의 최신 시청률 순위와 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-kdrama-ott-platform-analysis,01-broadcast,01,kdrama-ott-platform-analysis,한국 드라마 OTT 플랫폼 분석,한국 드라마 OTT 플랫폼 진출 분석,info,tip,한국 드라마 OTT 플랫폼 진출 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-korean-drama-endings,01-broadcast,01,korean-drama-endings,한국 드라마 결말,인기 한국 드라마 결말 정리,info,review,인기 한국 드라마의 결말 정리 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-mbc-drama-ratings,01-broadcast,01,mbc-drama-ratings,MBC 드라마 시청률 순위,MBC 드라마 시청률 순위와 인기 작품,info,compare,MBC 드라마 시청률 순위와 인기 드라마 목록,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-mbc-sat-sun-ratings,01-broadcast,01,mbc-sat-sun-ratings,MBC 주말 드라마 시청률,MBC 주말 드라마 최신 시청률 순위,info,review,MBC 주말 드라마의 최신 시청률 순위와 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-mbc-wed-drama-ratings,01-broadcast,01,mbc-wed-drama-ratings,MBC 수요일 드라마 시청률,MBC 수요일 드라마 시청률 순위,info,review,MBC 수요일 드라마 최신 시청률 순위,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-mbc-weekend-drama-rank,01-broadcast,01,mbc-weekend-drama-rank,MBC 주말 드라마 순위,MBC 주말 드라마 시청률 순위와 인기 이유,info,review,MBC 주말 드라마의 시청률 순위와 인기 요인 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-ott-drama-ratings,01-broadcast,01,ott-drama-ratings,OTT 드라마 시청률,OTT 드라마 시청률 순위와 인기 작품,info,review,OTT 드라마의 시청률 순위와 인기 작품 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-reality-tv-review,01-broadcast,01,reality-tv-review,리얼리티 방송 리뷰,리얼리티 방송 리뷰 및 분석,review,review,리얼리티 방송 리뷰와 분석 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-sbs-drama-ending,01-broadcast,01,sbs-drama-ending,SBS 드라마 결말,SBS 드라마 결말 정리와 리뷰,info,review,SBS 드라마의 결말 정리와 리뷰 자료,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-sbs-drama-ratings,01-broadcast,01,sbs-drama-ratings,SBS 드라마 시청률 순위,SBS 드라마 시청률 순위 TOP 10,info,review,SBS 드라마 최근 시청률 순위와 인기 드라마,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-sbs-fri-sat-ratings,01-broadcast,01,sbs-fri-sat-ratings,SBS 금토 드라마 시청률 순위,SBS 금토 드라마 최신 시청률 순위,info,review,SBS 금토 드라마의 최신 시청률 순위와 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-tv-program-review,01-broadcast,01,tv-program-review,방송 프로그램 리뷰,TV 방송 프로그램 리뷰 및 평가,review,review,TV 방송 프로그램 리뷰와 평가 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-tvn-drama-ending,01-broadcast,01,tvn-drama-ending,tvN 드라마 결말,tvN 드라마 결말 및 리뷰,review,review,tvN 드라마 결말 정보 및 리뷰,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-tvn-drama-rankings,01-broadcast,01,tvn-drama-rankings,tvN 드라마 순위,tvN 드라마 순위 및 평가,review,review,tvN 드라마 순위와 작품 평가 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-tvn-drama-ratings,01-broadcast,01,tvn-drama-ratings,tvN 드라마 시청률 순위,tvN 드라마 최신 시청률 순위와 분석,info,review,tvN 드라마의 최신 시청률 순위와 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,62,
01-broadcast-tvn-mon-tue-drama-rank,01-broadcast,01,tvn-mon-tue-drama-rank,tvN 월화 드라마 순위,tvN 월화 드라마 시청률 순위와 인기 이유,info,review,tvN 월화 드라마의 시청률 순위와 인기 요인 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-variety-show-rankings,01-broadcast,01,variety-show-rankings,예능 프로그램 순위,현재 예능 프로그램 순위,info,review,현재 예능 프로그램 순위 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-broadcast-cable-drama-recommend,01-broadcast,01,cable-drama-recommend,케이블 드라마 추천,케이블 드라마 추천 BEST 5,review,tip,케이블 드라마 중 추천하는 작품들,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-kbs2-wed-thu-drama,01-broadcast,01,kbs2-wed-thu-drama,KBS2 수목 드라마 추천,KBS2 수목 드라마 시청률과 작품 추천,info,tip,KBS2 수목 드라마의 시청률과 추천 작품 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-mbc-drama-recommend,01-broadcast,01,mbc-drama-recommend,MBC 드라마 추천,MBC 드라마 추천 TOP 5,review,tip,MBC에서 방영한 드라마 중 추천하는 작품들,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-ott-drama-recommend,01-broadcast,01,ott-drama-recommend,OTT 드라마 추천,OTT 드라마 추천 리스트,review,tip,OTT 드라마 추천 리스트 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-sbs-drama-recommend,01-broadcast,01,sbs-drama-recommend,SBS 드라마 추천,SBS 드라마 추천 Top 5,info,tip,SBS 드라마 추천과 인기 작품 목록,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-sitcom-drama-recommend,01-broadcast,01,sitcom-drama-recommend,시트콤 드라마 추천,시트콤 드라마 추천 리스트,review,tip,시트콤 드라마 추천 리스트 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,58,
01-broadcast-broadcasting-news,01-broadcast,01,broadcasting-news,방송 뉴스 및 이슈,방송계 뉴스 및 이슈 정리,news,issue,방송계 뉴스 및 이슈 정리 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,54,
01-broadcast-drama-variety-awards,01-broadcast,01,drama-variety-awards,드라마 및 예능 시상식,드라마 및 예능 시상식 정보,news,issue,드라마 및 예능 시상식 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,54,
01-broadcast-kbs2-drama-schedule,01-broadcast,01,kbs2-drama-schedule,KBS2 드라마 편성표,KBS2 드라마 편성표 및 방송시간,info,issue,KBS2 드라마 편성표와 방송 시간 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,54,
01-broadcast-terrestrial-drama-competition,01-broadcast,01,terrestrial-drama-competition,지상파 드라마 경쟁률,최근 지상파 드라마 경쟁률 분석,info,issue,최근 지상파 드라마 경쟁률과 분석 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,54,
01-broadcast-tv-program-guide,01-broadcast,01,tv-program-guide,TV 프로그램 가이드,TV 프로그램 가이드 및 편성표,info,issue,TV 프로그램 가이드와 편성표 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,54,
01-broadcast-mbc-wed-thu-drama-2024,01-broadcast,01,mbc-wed-thu-drama-2024,MBC 수목 드라마 추천 2024,2024년 MBC 수목 드라마 추천과 줄거리,howto,tip,2024년 MBC 수목 드라마 추천과 시청 꿀팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,48,
01-broadcast-tvn-fri-sat-drama-2024,01-broadcast,01,tvn-fri-sat-drama-2024,tvN 금토 드라마 추천 2024,2024년 tvN 금토 드라마 추천과 시청률,howto,tip,2024년 tvN 금토 드라마 추천과 시청률 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,48,
01-broadcast-sbs-fri-sat-drama,01-broadcast,01,sbs-fri-sat-drama,SBS 금토 드라마 추천,SBS 금토 드라마 추천 2024,howto,tip,SBS 금토 드라마 시청 가이드,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,44,
01-broadcast-kbs2-drama-ratings-2024,01-broadcast,01,kbs2-drama-ratings-2024,KBS2 드라마 시청률 순위 2024,2024년 KBS2 드라마 시청률 순위와 인기작,info,review,2024년 KBS2 드라마 시청률 순위와 인기 드라마 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,42,
01-broadcast-kbs2-drama-recommend-2024,01-broadcast,01,kbs2-drama-recommend-2024,KBS2 드라마 추천 2024,2024년 KBS2 드라마 추천작과 리뷰,info,review,2024년 KBS2 드라마 추천작과 리뷰,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,42,
01-broadcast-mbc-wed-thu-drama-ratings-2024,01-broadcast,01,mbc-wed-thu-drama-ratings-2024,MBC 수목 드라마 시청률 2024,2024년 MBC 수목 드라마 시청률과 인기 드라마,info,review,2024년 MBC 수목 드라마 시청률과 인기 드라마 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,42,
01-broadcast-2024-kdrama-schedule,01-broadcast,01,2024-kdrama-schedule,2024년 방송 예정 드라마,2024년 방송 예정 한국 드라마 리스트,info,issue,2024년 방송 예정인 한국 드라마 목록과 방영 일정,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,34,
01-broadcast-drama-trend-2024,01-broadcast,01,drama-trend-2024,2024 드라마 트렌드 전망,2024 드라마 트렌드 전망과 인기 장르,info,issue,2024년 드라마 트렌드 전망과 인기 장르 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,34,
01-broadcast-kbs-drama-2024,01-broadcast,01,kbs-drama-2024,2024년 KBS 드라마 라인업,2024년 KBS 드라마 편성표 및 라인업,info,issue,2024년 KBS 드라마 방영 일정 및 라인업 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:37:04.035570+00:00,edit,34,
01-celebrity-celebrity-fitness-routine,01-celebrity,01,celebrity-fitness-routine,연예인 운동 루틴 공개,연예인 운동 루틴과 피트니스 팁,howto,tip,연예인들이 실천하는 운동 루틴과 피트니스 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,80,
01-celebrity-celebrity-skin-care,01-celebrity,01,celebrity-skin-care,연예인 피부 관리법,연예인 피부 관리법과 팁,howto,tip,연예인들이 사용하는 피부 관리법과 팁을 공유합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,80,
01-celebrity-idol-debut-preparation,01-celebrity,01,idol-debut-preparation,아이돌 데뷔 준비,아이돌 데뷔 준비 과정과 팁,howto,howto,아이돌 데뷔를 준비하는 과정과 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,80,
01-celebrity-kpop-dance-tutorial,01-celebrity,01,kpop-dance-tutorial,K팝 댄스 배우기,K팝 댄스 배우기와 연습 팁,howto,howto,K팝 댄스를 배우고 연습하는 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,80,
01-celebrity-kpop-music-production,01-celebrity,01,kpop-music-production,K팝 음악 프로듀싱,K팝 음악 프로듀싱과 작곡 팁,howto,howto,K팝 음악 프로듀싱과 작곡 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,80,
01-celebrity-celebrity-fashion-items,01-celebrity,01,celebrity-fashion-items,연예인 패션 아이템 추천,연예인 패션 아이템 추천과 구매 팁,howto,tip,연예인 패션 아이템 추천과 구매 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,76,
01-celebrity-celebrity-health-tips,01-celebrity,01,celebrity-health-tips,연예인 건강 관리 팁,연예인 건강 관리 노하우와 팁,howto,tip,연예인들이 실천하는 건강 관리 방법과 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,76,
01-celebrity-celebrity-makeup-tips,01-celebrity,01,celebrity-makeup-tips,연예인 메이크업 팁,연예인 메이크업 노하우와 팁,howto,tip,연예인들이 실천하는 메이크업 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,76,
01-celebrity-kpop-dance-practice-tips,01-celebrity,01,kpop-dance-practice-tips,K-POP 안무 연습 팁,K-POP 안무 연습 노하우와 팁,howto,tip,K-POP 안무 연습 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,76,
01-celebrity-kpop-songwriting-tips,01-celebrity,01,kpop-songwriting-tips,K-POP 음악 작곡 팁,K-POP 음악 작곡 노하우와 팁,howto,tip,K-POP 음악 작곡 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,76,
01-celebrity-idol-interview-collection,01-celebrity,01,idol-interview-collection,아이돌 인터뷰 모음,아이돌 인터뷰 모음과 인터뷰 팁,info,review,아이돌 인터뷰 모음과 인터뷰 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,publish,74,
01-celebrity-kpop-choreographer-career,01-celebrity,01,kpop-choreographer-career,K팝 안무가 되는 법,K팝 안무가 되는 법과 필요한 조건,howto,howto,K팝 안무가가 되는 방법과 필요한 조건에 대한 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,68,
01-celebrity-blackpink-concert-schedule,01-celebrity,01,blackpink-concert-schedule,블랙핑크 콘서트 일정,블랙핑크 콘서트 일정과 티켓팅,info,issue,그룹 블랙핑크 콘서트 일정과 티켓팅 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,66,
01-celebrity-ive-concert-schedule,01-celebrity,01,ive-concert-schedule,아이브 콘서트 일정,아이브 콘서트 일정과 티켓팅,info,issue,그룹 아이브 콘서트 일정과 티켓팅 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,66,
01-celebrity-aespa-music-style,01-celebrity,01,aespa-music-style,에스파 음악 스타일,에스파 음악 스타일과 장르,info,review,그룹 에스파 음악 스타일과 장르,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-bts-members-profile,01-celebrity,01,bts-members-profile,BTS 멤버 프로필,BTS 멤버 개별 프로필과 정보,info,review,그룹 BTS 멤버별 프로필과 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-donations,01-celebrity,01,celebrity-donations,연예인 기부 활동 소개,연예인 기부 활동 소개와 나눔 이야기,info,review,연예인 기부 활동 소개와 나눔 이야기,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-interviews,01-celebrity,01,celebrity-interviews,연예인 인터뷰 모음,연예인 인터뷰 모음과 명언,info,review,연예인 인터뷰 모음과 명언 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-pets,01-celebrity,01,celebrity-pets,연예인 반려동물 소개,연예인 반려동물 소개와 이야기,info,review,연예인 반려동물 소개와 이야기,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-philanthropy,01-celebrity,01,celebrity-philanthropy,연예인 사회공헌 활동,연예인 사회공헌 활동 소개,info,review,연예인 사회공헌 활동 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-plastic-surger,01-celebrity,01,celebrity-plastic-surger,연예인 성형 전후,연예인 성형 전후 비교 분석,info,compare,연예인들의 성형 전후 모습을 비교 분석한 글,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-celebrity-travel-vlogs,01-celebrity,01,celebrity-travel-vlogs,연예인 여행 브이로그,연예인 여행 브이로그 모음,info,review,연예인 여행 브이로그 모음,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-drama-ost-lyrics,01-celebrity,01,drama-ost-lyrics,드라마 OST 가사,드라마 OST 가사와 의미,info,review,드라마 OST의 가사와 그 의미를 분석합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-drama-ratings-analysis,01-celebrity,01,drama-ratings-analysis,드라마 시청률 분석,드라마 시청률 분석과 의미,info,review,드라마 시청률 분석과 그 의미를 분석합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-drama-set-stories,01-celebrity,01,drama-set-stories,드라마 촬영장 이야기,드라마 촬영장 이야기와 비하인드,info,review,드라마 촬영장 이야기와 비하인드를 공유합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-idol-trainee-life,01-celebrity,01,idol-trainee-life,아이돌 연습생 일상,아이돌 연습생의 일상과 훈련 과정,info,howto,아이돌 연습생의 일상과 훈련 과정을 소개합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-im-yoon-ah-dramas,01-celebrity,01,im-yoon-ah-dramas,임윤아 드라마 출연작,임윤아 드라마 출연작과 대표작,info,review,배우 임윤아 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-ji-chang-wook-dramas,01-celebrity,01,ji-chang-wook-dramas,지창욱 드라마 출연작,지창욱 드라마 출연작과 대표작,info,review,배우 지창욱 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-kim-go-eun-dramas,01-celebrity,01,kim-go-eun-dramas,김고은 드라마 출연작,김고은 드라마 출연작과 대표작,info,review,배우 김고은 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-kpop-group-history,01-celebrity,01,kpop-group-history,K팝 그룹 역사,K팝 그룹 역사와 발전 과정,info,review,K팝 그룹의 역사와 발전 과정을 소개합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
01-celebrity-kpop-group-interviews,01-celebrity,01,kpop-group-interviews,K-POP 그룹 인터뷰,K-POP 그룹 인터뷰 모음,info,review,K-POP 그룹 인터뷰 모음,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00,edit,62,
