l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
01-celebrity-celebrity-fitness-routine,01-celebrity,01,celebrity-fitness-routine,연예인 운동 루틴 공개,연예인 운동 루틴과 피트니스 팁,howto,tip,연예인들이 실천하는 운동 루틴과 피트니스 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-health-tips,01-celebrity,01,celebrity-health-tips,연예인 건강 관리 팁,연예인 건강 관리 노하우와 팁,howto,tip,연예인들이 실천하는 건강 관리 방법과 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-health-tips-2,01-celebrity,01,celebrity-health-tips-2,연예인 건강 팁,연예인 건강 팁과 관리법,howto,tip,연예인들이 사용하는 건강 팁과 관리법을 공유합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-interviews,01-celebrity,01,celebrity-interviews,연예인 인터뷰 모음,연예인 인터뷰 모음과 명언,info,review,연예인 인터뷰 모음과 명언 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-makeup-tips,01-celebrity,01,celebrity-makeup-tips,연예인 메이크업 팁,연예인 메이크업 노하우와 팁,howto,tip,연예인들이 실천하는 메이크업 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-pets,01-celebrity,01,celebrity-pets,연예인 반려동물 소개,연예인 반려동물 소개와 이야기,info,review,연예인 반려동물 소개와 이야기,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-philanthropy,01-celebrity,01,celebrity-philanthropy,연예인 사회공헌 활동,연예인 사회공헌 활동 소개,info,review,연예인 사회공헌 활동 소개,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-plastic-surger,01-celebrity,01,celebrity-plastic-surger,연예인 성형 전후,연예인 성형 전후 비교 분석,info,compare,연예인들의 성형 전후 모습을 비교 분석한 글,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-skin-care,01-celebrity,01,celebrity-skin-care,연예인 피부 관리법,연예인 피부 관리법과 팁,howto,tip,연예인들이 사용하는 피부 관리법과 팁을 공유합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-tax-issues-2024,01-celebrity,01,celebrity-tax-issues-2024,2024 연예인 세금 이슈,2024 연예인 세금 이슈와 납세,info,issue,2024년 연예인 세금 이슈와 납세,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-travel-vlogs,01-celebrity,01,celebrity-travel-vlogs,연예인 여행 브이로그,연예인 여행 브이로그 모음,info,review,연예인 여행 브이로그 모음,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-celebrity-wedding-2024,01-celebrity,01,celebrity-wedding-2024,2024 연예인 결혼식 일정,2024 연예인 결혼식 일정과 장소,info,issue,2024년 연예인 결혼식 일정과 장소 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-drama-ost-lyrics,01-celebrity,01,drama-ost-lyrics,드라마 OST 가사,드라마 OST 가사와 의미,info,review,드라마 OST의 가사와 그 의미를 분석합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-drama-ost-recommendation,01-celebrity,01,drama-ost-recommendation,드라마 OST 추천,드라마 OST 추천과 리뷰,info,review,드라마 OST 추천과 리뷰를 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-drama-ratings-analysis,01-celebrity,01,drama-ratings-analysis,드라마 시청률 분석,드라마 시청률 분석과 의미,info,review,드라마 시청률 분석과 그 의미를 분석합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-drama-set-stories,01-celebrity,01,drama-set-stories,드라마 촬영장 이야기,드라마 촬영장 이야기와 비하인드,info,review,드라마 촬영장 이야기와 비하인드를 공유합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-idol-debut-preparation,01-celebrity,01,idol-debut-preparation,아이돌 데뷔 준비,아이돌 데뷔 준비 과정과 팁,howto,howto,아이돌 데뷔를 준비하는 과정과 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-idol-interview-collection,01-celebrity,01,idol-interview-collection,아이돌 인터뷰 모음,아이돌 인터뷰 모음과 인터뷰 팁,info,review,아이돌 인터뷰 모음과 인터뷰 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-idol-trainee-life,01-celebrity,01,idol-trainee-life,아이돌 연습생 일상,아이돌 연습생의 일상과 훈련 과정,info,howto,아이돌 연습생의 일상과 훈련 과정을 소개합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-im-yoon-ah-dramas,01-celebrity,01,im-yoon-ah-dramas,임윤아 드라마 출연작,임윤아 드라마 출연작과 대표작,info,review,배우 임윤아 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-iu-profile,01-celebrity,01,iu-profile,아이유 프로필,아이유 프로필과 인생 이야기,info,review,가수 아이유의 프로필과 인생 이야기,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-ive-concert-schedule,01-celebrity,01,ive-concert-schedule,아이브 콘서트 일정,아이브 콘서트 일정과 티켓팅,info,issue,그룹 아이브 콘서트 일정과 티켓팅 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-ji-chang-wook-dramas,01-celebrity,01,ji-chang-wook-dramas,지창욱 드라마 출연작,지창욱 드라마 출연작과 대표작,info,review,배우 지창욱 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-k-entertainment-issues-2023,01-celebrity,01,k-entertainment-issues-2023,2023 연예계 이슈,2023 연예계 이슈와 사건,info,issue,2023년 연예계 이슈와 사건,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kim-go-eun-dramas,01-celebrity,01,kim-go-eun-dramas,김고은 드라마 출연작,김고은 드라마 출연작과 대표작,info,review,배우 김고은 드라마 출연작과 대표작,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kim-yeon-jung-profile,01-celebrity,01,kim-yeon-jung-profile,김연정 프로필,김연정 프로필과 인생 이야기,info,review,배우 김연정 프로필과 인생 이야기,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-2023-summary,01-celebrity,01,kpop-2023-summary,2023 K-POP 결산,2023 K-POP 결산과 인기 그룹,info,review,2023년 K-POP 결산과 인기 그룹,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-choreographer-career,01-celebrity,01,kpop-choreographer-career,K팝 안무가 되는 법,K팝 안무가 되는 법과 필요한 조건,howto,howto,K팝 안무가가 되는 방법과 필요한 조건에 대한 정보,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-dance-practice-tips,01-celebrity,01,kpop-dance-practice-tips,K-POP 안무 연습 팁,K-POP 안무 연습 노하우와 팁,howto,tip,K-POP 안무 연습 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-dance-tutorial,01-celebrity,01,kpop-dance-tutorial,K팝 댄스 배우기,K팝 댄스 배우기와 연습 팁,howto,howto,K팝 댄스를 배우고 연습하는 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-debut-process,01-celebrity,01,kpop-debut-process,K-POP 그룹 데뷔 과정,K-POP 그룹 데뷔 과정과 준비 기간,info,issue,K-POP 그룹 데뷔 과정과 준비 기간 분석,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-group-history,01-celebrity,01,kpop-group-history,K팝 그룹 역사,K팝 그룹 역사와 발전 과정,info,review,K팝 그룹의 역사와 발전 과정을 소개합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-group-interviews,01-celebrity,01,kpop-group-interviews,K-POP 그룹 인터뷰,K-POP 그룹 인터뷰 모음,info,review,K-POP 그룹 인터뷰 모음,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-group-leader,01-celebrity,01,kpop-group-leader,K팝 그룹 리더의 역할,K팝 그룹 리더의 역할과 책임,info,review,K팝 그룹 리더의 역할과 책임에 대해 분석합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-music-production,01-celebrity,01,kpop-music-production,K팝 음악 프로듀싱,K팝 음악 프로듀싱과 작곡 팁,howto,howto,K팝 음악 프로듀싱과 작곡 팁을 제공합니다.,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
01-celebrity-kpop-songwriting-tips,01-celebrity,01,kpop-songwriting-tips,K-POP 음악 작곡 팁,K-POP 음악 작곡 노하우와 팁,howto,tip,K-POP 음악 작곡 노하우와 팁,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T12:31:11.146046+00:00
