l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
09-busan-food-milmyeon-summer,09-busan-food,09,milmyeon-summer,밀면 여름 별미,여름 부산 밀면의 매력,info,tip,부산 밀면 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-jagalchi-market,09-busan-food,09,jagalchi-market,자갈치 시장 먹거리,자갈치시장 둘러본 이야기,review,local,자갈치시장 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-eomuk-alley,09-busan-food,09,eomuk-alley,부산 어묵 골목,부산 어묵 제대로 즐기기,info,local,부산 어묵 즐기기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-haeundae-meals,09-busan-food,09,haeundae-meals,해운대 근처 한 끼,해운대에서 식사 해결하기,info,local,해운대 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-gwangalli-walk,09-busan-food,09,gwangalli-walk,광안리 동네 맛집 산책,광안리 골목 맛집 걷기,info,local,광안리 골목 산책입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-hotteok-line,09-busan-food,09,hotteok-line,씨앗호떡 줄 서기,남포동 씨앗호떡 줄 서기,review,local,씨앗호떡 경험입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-gijang-crab,09-busan-food,09,gijang-crab,기장 대게 가는 길,기장 대게 먹으러 가기,info,local,기장 대게 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-raw-fish-center,09-busan-food,09,raw-fish-center,회 골목 이용법,부산 회센터 이용 요령,howto,tip,회센터 이용 요령입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-seomyeon-gatherings,09-busan-food,09,seomyeon-gatherings,서면 모임 장소 찾기,서면에서 모임 식당 찾기,info,local,서면 모임 식당입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-food-itinerary,09-busan-food,09,food-itinerary,부산 여행 식사 동선,부산 1박 2일 먹방 동선,info,tip,부산 먹방 동선입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-soup-comparison,09-busan-food,09,soup-comparison,돼지국밥 순대국밥 비교,돼지국밥과 순대국 차이,compare,tip,국밥 비교입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-traditional-snacks,09-busan-food,09,traditional-snacks,전통 간식 떡 거리,부산 전통 간식 찾아보기,info,local,부산 전통 간식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-dialect-ordering,09-busan-food,09,dialect-ordering,사투리 주문 재미,부산 식당 사투리 재미,review,tip,사투리 주문 재미입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-busan-food-search-skills,09-busan-food,09,search-skills,부산 맛집 검색 요령,부산 맛집 잘 찾는 요령,howto,tip,부산 맛집 찾기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-jjim-galbi-alley,09-daegu-food,09,jjim-galbi-alley,동인동 찜갈비 골목,동인동 찜갈비 골목 가기,info,local,동인동 찜갈비입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-napjak-mandu,09-daegu-food,09,napjak-mandu,납작만두 맛보기,납작만두 어디서 먹을까,info,local,납작만두 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-seomun-market,09-daegu-food,09,seomun-market,서문시장 야시장 먹거리,서문시장 먹거리 정복기,review,local,서문시장 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-ttaro-gukbap,09-daegu-food,09,ttaro-gukbap,대구 따로국밥 이야기,따로국밥은 왜 따로일까,info,tip,따로국밥 이야기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-mungtigi-challenge,09-daegu-food,09,mungtigi-challenge,뭉티기 첫 도전,뭉티기 처음 먹어본 후기,review,tip,뭉티기 첫 경험입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-kim-gwangseok-street,09-daegu-food,09,kim-gwangseok-street,김광석길 근처 식사,김광석길 걷고 먹은 하루,review,local,김광석길 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-summer-heat-food,09-daegu-food,09,summer-heat-food,여름 이열치열 한 끼,대구 여름 이열치열 먹기,info,tip,대구 여름 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-dongseongro-gatherings,09-daegu-food,09,dongseongro-gatherings,동성로 모임 식당,동성로에서 모임 장소 찾기,info,local,동성로 모임 식당입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-red-eomuk,09-daegu-food,09,red-eomuk,빨간 어묵 간식,대구 매운 어묵 맛본 후기,review,tip,대구 매운 어묵입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-suseongmot-meals,09-daegu-food,09,suseongmot-meals,수성못 근처 한 끼,수성못 산책하고 먹는 한 끼,info,local,수성못 근처 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-daegu-10mi,09-daegu-food,09,daegu-10mi,대구 10미 알아보기,대구 10미 하나씩 도장깨기,review,tip,대구 10미 도장깨기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-food-itinerary,09-daegu-food,09,food-itinerary,대구 여행 먹방 동선,대구 당일치기 먹방 코스,info,tip,대구 먹방 코스입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-pyeonghwa-market,09-daegu-food,09,pyeonghwa-market,평화시장 먹자골목,평화시장 먹자골목 구경,info,local,평화시장 구경입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-search-skills,09-daegu-food,09,search-skills,대구 식당 검색 요령,대구 맛집 잘 찾는 요령,howto,tip,대구 맛집 찾기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daegu-food-chilseong-market,09-daegu-food,09,chilseong-market,대구 칠성시장 구경,칠성시장 장보고 먹는 재미,info,local,칠성시장 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-dubu-duruchigi,09-daejeon-food,09,dubu-duruchigi,대전 두부두루치기,대전식 두부두루치기 맛보기,info,tip,두부두루치기 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-signature-foods,09-daejeon-food,09,signature-foods,대전 대표 먹거리 정리,대전 가면 뭐 먹을까 정리,info,start,대전 대표 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-jungang-market,09-daejeon-food,09,jungang-market,중앙시장 먹거리 구경,대전 중앙시장 먹거리 구경기,review,local,대전 중앙시장입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-yuseong-spa-meals,09-daejeon-food,09,yuseong-spa-meals,유성온천 근처 식사,유성 온천 갔다가 한 끼,info,local,유성 근처 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-daecheongho-meals,09-daejeon-food,09,daecheongho-meals,대청호 근처 밥집,대청호 보고 먹는 한 끼,info,local,대청호 근처 밥집입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-muk-delicacy,09-daejeon-food,09,muk-delicacy,대전 묵사발 별미,대전 묵 별미 찾아보기,review,tip,대전 묵 별미입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-dunsan-gatherings,09-daejeon-food,09,dunsan-gatherings,둔산동 모임 식당 찾기,둔산동 모임 장소 고르기,info,local,둔산동 모임 식당입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-sojedong-alley,09-daejeon-food,09,sojedong-alley,소제동 레트로 골목 식당,소제동 골목 식당 걷기,review,local,소제동 골목 식당입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-eunhaengdong-street,09-daejeon-food,09,eunhaengdong-street,은행동 거리 먹거리,은행동 걷다 먹기 좋은 것,info,local,은행동 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-gyejoksan-meals,09-daejeon-food,09,gyejoksan-meals,계족산 황톳길 인근 밥,계족산 다녀와서 한 끼,info,local,계족산 인근 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-food-itinerary,09-daejeon-food,09,food-itinerary,대전 여행 먹방 동선,대전 반나절 먹방 코스,info,tip,대전 먹방 코스입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-sumokwon-meals,09-daejeon-food,09,sumokwon-meals,한밭수목원 나들이 한 끼,수목원 나들이 식사 해결,info,local,수목원 나들이 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-search-skills,09-daejeon-food,09,search-skills,대전 식당 검색 요령,대전 맛집 잘 찾는 요령,howto,tip,대전 맛집 찾기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-ojeongdong-fish,09-daejeon-food,09,ojeongdong-fish,오정동 농수산시장 회,오정동 시장 회 먹은 날,review,local,오정동 시장 회입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-daejeon-food-local-regulars,09-daejeon-food,09,local-regulars,대전살이 단골 밥집 후기,대전 직장인 단골집 이야기,review,review,대전 단골집 이야기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-makguksu-guide,09-gangwon-food,09,makguksu-guide,강원도 막국수 즐기기,강원도 막국수 제대로 즐기기,info,start,강원 막국수입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-sokcho-market,09-gangwon-food,09,sokcho-market,속초 중앙시장 먹거리,속초 시장 먹거리 구경기,review,local,속초 시장 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-chodang-tofu,09-gangwon-food,09,chodang-tofu,강릉 초당 순두부,초당 순두부마을 가본 날,review,local,초당 순두부마을입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-chuncheon-dakgalbi,09-gangwon-food,09,chuncheon-dakgalbi,춘천 닭갈비 골목,춘천 닭갈비 골목 다녀오기,review,local,춘천 닭갈비 골목입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-potato-delicacies,09-gangwon-food,09,potato-delicacies,감자 별미 맛보기,감자옹심이 같은 별미 찾기,info,tip,감자 별미 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-jeongseon-gondre,09-gangwon-food,09,jeongseon-gondre,정선 곤드레밥,정선 곤드레밥 한 상 받기,info,local,정선 곤드레밥입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-jumunjin-fish,09-gangwon-food,09,jumunjin-fish,주문진 회 한 접시,주문진에서 회 먹고 온 날,review,local,주문진 회입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-bongpyeong-buckwheat,09-gangwon-food,09,bongpyeong-buckwheat,평창 메밀 음식,봉평 메밀 음식 여행 이야기,info,local,봉평 메밀 음식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-yangyang-surf-meals,09-gangwon-food,09,yangyang-surf-meals,양양 서핑 후 한 끼,양양 서핑 끝나고 먹는 밥,info,local,양양 한 끼입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-sanchae-jeongsik,09-gangwon-food,09,sanchae-jeongsik,산채 정식 한 상,산채 정식 맛보러 가기,info,tip,산채 정식 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-winter-delicacies,09-gangwon-food,09,winter-delicacies,겨울 별미 모음,겨울 강원도 먹거리 모음,info,tip,강원 겨울 별미입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-coastal-itinerary,09-gangwon-food,09,coastal-itinerary,강원도 여행 먹방 동선,강원도 바다 코스 먹방,info,tip,강원 먹방 동선입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-wonju-miro-market,09-gangwon-food,09,wonju-miro-market,원주 미로시장 구경,원주 미로시장 먹거리 구경,review,local,원주 미로시장입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-corn-season,09-gangwon-food,09,corn-season,찰옥수수 제철 간식,찰옥수수 제철 즐긴 후기,review,tip,찰옥수수 제철입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gangwon-food-seasonal-calendar,09-gangwon-food,09,seasonal-calendar,강원도 한 달 제철 밥상,강원도 제철 먹거리 달력,info,tip,강원 제철 달력입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-songjeong-tteokgalbi,09-gwangju-food,09,songjeong-tteokgalbi,송정 떡갈비 거리,송정 떡갈비 골목 가기,info,local,송정 떡갈비입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-sangchu-twigim,09-gwangju-food,09,sangchu-twigim,상추튀김 별미 도전,상추튀김 처음 먹어보기,review,tip,상추튀김 도전입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-oritang-alley,09-gwangju-food,09,oritang-alley,광주 오리탕 골목,광주 오리탕 진하게 한 그릇,info,local,광주 오리탕입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-yangdong-market,09-gwangju-food,09,yangdong-market,양동시장 먹거리,광주 양동시장 구경한 날,review,local,양동시장 구경입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-yukjeon-tasting,09-gwangju-food,09,yukjeon-tasting,육전 맛보기,광주식 육전 제대로 즐기기,info,tip,광주 육전입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-mudeungsan-boribap,09-gwangju-food,09,mudeungsan-boribap,무등산 보리밥 거리,무등산 보리밥 한 상 받기,info,local,무등산 보리밥입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-jumeokbap-story,09-gwangju-food,09,jumeokbap-story,주먹밥 이야기,광주 주먹밥에 담긴 의미,info,tip,광주 주먹밥 이야기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-dongmyeongdong-alley,09-gwangju-food,09,dongmyeongdong-alley,동명동 골목 식당,동명동 거리 식당 걷기,review,local,동명동 골목입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-biennale-meals,09-gwangju-food,09,biennale-meals,광주 비엔날레 시즌 식사,전시 보고 근처 한 끼,info,tip,비엔날레 시즌 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-songjeong-1913-market,09-gwangju-food,09,songjeong-1913-market,1913 송정역 시장,1913 송정역시장 둘러본 날,review,local,송정역시장 안내입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-chungjangro-snacks,09-gwangju-food,09,chungjangro-snacks,충장로 추억의 간식,충장로 길거리 간식 구경,review,local,충장로 간식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-food-itinerary,09-gwangju-food,09,food-itinerary,광주 여행 먹방 동선,광주 하루 알찬 먹방 코스,info,tip,광주 먹방 코스입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-search-skills,09-gwangju-food,09,search-skills,광주 식당 검색 요령,광주 맛집 잘 찾는 요령,howto,tip,광주 맛집 찾기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-watermelon-season,09-gwangju-food,09,watermelon-season,무등산 수박 제철,무등산 수박 맛보는 철,info,tip,무등산 수박 제철입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gwangju-food-hyangto-overview,09-gwangju-food,09,hyangto-overview,광주 향토 음식 정리,광주 향토 음식 한눈에,info,start,광주 향토 음식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-haenggungdong-walk,09-gyeonggi-food,09,haenggungdong-walk,수원 화성 행궁동 밥집,행궁동 골목 식당 걷기,review,local,행궁동 골목 식당입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-gapyeong-pine-nuts,09-gyeonggi-food,09,gapyeong-pine-nuts,가평 잣 요리 별미,가평 잣국수 한번 맛보기,info,tip,가평 잣 요리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-dumulmeori-meals,09-gyeonggi-food,09,dumulmeori-meals,양평 두물머리 근처 한 끼,두물머리 나들이 식사 해결,info,local,두물머리 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-pocheon-makgeolli,09-gyeonggi-food,09,pocheon-makgeolli,포천 막걸리 동네,포천 막걸리 고장 이야기,info,tip,포천 막걸리 고장입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-anseong-gukbap,09-gyeonggi-food,09,anseong-gukbap,안성 국밥 한 그릇,안성 소머리국밥 맛보기,info,tip,안성 국밥입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-paju-jangdan-beans,09-gyeonggi-food,09,paju-jangdan-beans,파주 장단콩 마을,파주 장단콩 요리 마을,info,local,파주 장단콩 마을입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-gimpo-daemyeong-port,09-gyeonggi-food,09,gimpo-daemyeong-port,김포 대명항 구경,대명항 수산시장 구경한 날,review,local,대명항 구경입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-icheon-rice-meal,09-gyeonggi-food,09,icheon-rice-meal,이천 쌀밥 정식,이천 쌀밥집 한 상 가득,info,tip,이천 쌀밥 정식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-uijeongbu-budae,09-gyeonggi-food,09,uijeongbu-budae,의정부 부대찌개 거리,의정부 부대찌개 원조 거리 탐방,review,local,의정부 부대찌개입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-northern-delicacies,09-gyeonggi-food,09,northern-delicacies,동두천 경기 북부 별미,경기 북부 숨은 별미 찾기,info,tip,경기 북부 별미입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-food-itinerary,09-gyeonggi-food,09,food-itinerary,경기도 여행 먹방 동선,경기도 당일 먹방 코스 후기,review,tip,경기 먹방 코스입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-oido-lighthouse,09-gyeonggi-food,09,oido-lighthouse,오이도 빨간 등대 먹거리,오이도 먹거리 구경한 하루,review,local,오이도 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-baegam-sundae,09-gyeonggi-food,09,baegam-sundae,용인 백암순대,백암순대 5일장 가본 날,review,local,백암순대 5일장입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-market-day-calendar,09-gyeonggi-food,09,market-day-calendar,경기도 5일장 달력,경기도 장날 따라 먹기,info,tip,경기 5일장 달력입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-gyeonggi-food-hyangto-overview,09-gyeonggi-food,09,hyangto-overview,경기도 향토 음식 정리,경기도 향토 음식 한눈에,info,start,경기 향토 음식입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-jjolmyeon-origin,09-incheon-food,09,jjolmyeon-origin,인천 쫄면 원조 이야기,쫄면이 인천에서 시작된 사연,info,tip,쫄면 원조 이야기입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-sinpo-market,09-incheon-food,09,sinpo-market,신포시장 먹거리,신포국제시장 먹거리 구경기,review,local,신포시장 먹거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-baendaengi-alley,09-incheon-food,09,baendaengi-alley,밴댕이 무침 골목,밴댕이 무침 골목 가기,info,local,밴댕이 골목입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-soraepogu-market,09-incheon-food,09,soraepogu-market,소래포구 어시장,소래포구 젓갈과 회 구경기,review,local,소래포구 구경입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-wolmido-meals,09-incheon-food,09,wolmido-meals,월미도 나들이 식사,월미도 가서 뭐 먹을까,info,local,월미도 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-ganghwado-delicacies,09-incheon-food,09,ganghwado-delicacies,강화도 별미 한 끼,강화도 가면 먹는 것들,info,local,강화도 별미입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-airport-meals,09-incheon-food,09,airport-meals,공항 가기 전 한 끼,공항 가는 길 든든한 식사 점검,checklist,tip,공항 전 식사입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
09-incheon-food-samchi-street,09-incheon-food,09,samchi-street,동인천 삼치 골목,동인천 삼치구이 거리 가본 날,review,local,동인천 삼치 거리입니다.,claude_direct,2026-06-12T06:41:15.826851+00:00
