l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,monthly_total,tier,meta_source
01-celeb-diet-kw-84be77ed,01-celeb-diet,01,kw-84be77ed,비만도계산기,비만도계산기로 내 건강 상태 확인하고 관리 시작하기,howto,tip,비만도계산기를 활용해 자신의 BMI 지수를 확인하고 건강 관리 목표를 세워봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,139740,hi,primary_gemini
01-style-kw-90db5f28,01-style,01,kw-90db5f28,웹하드,안전한 웹하드 이용을 위한 주의사항과 가이드,info,tip,웹하드 이용 시 발생할 수 있는 보안 문제와 안전한 콘텐츠 다운로드 방법을 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,136200,hi,primary_gemini
01-drama-kw-f2c6bb94,01-drama,01,kw-f2c6bb94,드라마추천,장르별 인생 드라마추천: 주말 정주행용 명작 모음,info,start,취향별로 골라보는 드라마추천 리스트를 통해 인생작을 찾아보세요.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,127500,hi,primary_gemini
01-drama-kw-8aac32aa,01-drama,01,kw-8aac32aa,노래가사검색,제목이 기억 안 날 때 노래가사검색으로 곡 찾는 법,howto,tip,노래가사검색 서비스를 활용해 머릿속에 맴도는 노래를 빠르게 찾는 방법을 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,124840,hi,primary_gemini
01-k-pop-kw-dab146ff,01-k-pop,01,kw-dab146ff,연극,연극 관람이 처음이라면? 공연 에티켓과 예매 꿀팁,howto,start,연극을 처음 보러 가는 분들을 위해 공연장 예절과 티켓 예매 방법을 정리했습니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,112500,hi,primary_gemini
01-style-kw-2be92385,01-style,01,kw-2be92385,방송편성표,오늘의 방송편성표 확인하고 놓치지 말고 시청하세요,info,tip,주요 채널별 방송편성표를 확인하여 좋아하는 프로그램을 놓치지 않는 방법을 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,111800,hi,primary_gemini
01-drama-kw-84ef5b71,01-drama,01,kw-84ef5b71,영화관,영화관 좌석별 명당 고르는 법과 예매 팁,howto,tip,영화관에서 더 몰입감 있게 영화를 즐길 수 있는 좌석 선택 노하우를 공유합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,108130,hi,primary_gemini
01-celeb-diet-kw-fabf7025,01-celeb-diet,01,kw-fabf7025,단백질쉐이크,단백질쉐이크 고르는 기준과 효과적인 섭취 시간,info,tip,운동 효과를 높여주는 단백질쉐이크 선택 방법과 올바른 섭취법을 설명합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,103900,hi,primary_gemini
01-drama-kw-e2dfcbd8,01-drama,01,kw-e2dfcbd8,유튜브뮤직,유튜브뮤직 장점과 무료 이용 및 요금제 비교,compare,review,유튜브뮤직의 특징을 분석하고 자신에게 맞는 요금제를 선택하도록 돕습니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,93200,hi,primary_gemini
01-k-pop-kw-94f8273f,01-k-pop,01,kw-94f8273f,대학로연극,대학로연극 추천: 데이트하기 좋은 인기 공연 TOP 3,info,local,대학로연극 중 평점 높고 관객 반응이 좋은 공연들을 추천해 드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,87600,hi,primary_gemini
01-style-qr-be4889f7,01-style,01,qr-be4889f7,QR코드,스마트폰으로 QR코드 찍는 법과 활용 범위,howto,tip,일상에서 자주 쓰이는 QR코드 사용법과 편리한 활용 사례를 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,67400,hi,primary_gemini
01-celeb-diet-kw-3dfde324,01-celeb-diet,01,kw-3dfde324,다이어트식단,지속 가능한 다이어트식단 구성하는 법과 레시피,howto,tip,건강하게 체중을 감량할 수 있는 다이어트식단 구성법과 간단한 메뉴를 제안합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,57700,hi,primary_gemini
01-drama-kw-c9a0f191,01-drama,01,kw-c9a0f191,애니,입덕 주의! 장르별 넷플릭스 애니 추천 리스트,info,start,애니메이션 입문자부터 마니아까지 모두 만족할 만한 인기 애니를 추천합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,57330,hi,primary_gemini
01-celeb-diet-kw-77d5a0ff,01-celeb-diet,01,kw-77d5a0ff,실내자전거,홈트 필수템 실내자전거 효과와 올바른 운동 자세,howto,tip,실내자전거를 활용해 집에서 효율적으로 유산소 운동하는 방법을 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,56530,hi,primary_gemini
01-k-pop-kw-c2903124,01-k-pop,01,kw-c2903124,혜화연극,"주말 나들이 코스, 혜화연극 예매하고 즐기는 법",info,local,혜화연극 관람과 함께 즐기기 좋은 대학로 주변 맛집과 코스를 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,55140,hi,primary_gemini
01-k-pop-kw-9e1956d9,01-k-pop,01,kw-9e1956d9,웹소설,요즘 대세 웹소설 플랫폼별 특징과 입문작 추천,info,start,웹소설 입문자를 위해 플랫폼별 장점과 지금 가장 인기 있는 장르를 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,53890,hi,primary_gemini
01-drama-kw-66132c38,01-drama,01,kw-66132c38,전시회,이번 달 가볼 만한 서울 전시회 정보 및 관람 팁,info,local,문화생활을 즐기기 좋은 현재 진행 중인 전시회 정보를 정리해 드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,52700,hi,primary_gemini
01-drama-kw-b4c1657a,01-drama,01,kw-b4c1657a,영화추천,넷플릭스 영화추천: 장르별로 골라보는 인생 영화,info,review,다양한 장르의 영화추천 리스트를 통해 오늘 밤 볼만한 작품을 골라보세요.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,47500,hi,primary_gemini
01-drama-tv-f1f28829,01-drama,01,tv-f1f28829,무료실시간TV보기,무료실시간TV보기 가능한 합법적인 방법 및 앱 추천,howto,tip,스마트폰이나 PC에서 무료실시간TV보기를 이용하는 안전한 방법을 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,44360,hi,primary_gemini
01-k-pop-kw-ecebf86a,01-k-pop,01,kw-ecebf86a,정주행드라마추천,주말 순삭 보장! 정주행드라마추천 명작 모음,info,start,한 번 시작하면 멈출 수 없는 몰입감 최고의 정주행드라마추천 리스트입니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,42500,hi,primary_gemini
01-drama-kw-5b632e49,01-drama,01,kw-5b632e49,일일드라마,매일 기다려지는 일일드라마 시청률 및 줄거리 요약,info,issue,현재 방영 중인 일일드라마의 주요 전개와 시청 포인트를 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,41000,hi,primary_gemini
01-style-kw-716f37ab,01-style,01,kw-716f37ab,스피커,공간별 스피커 추천: 인테리어와 음질 다 잡는 법,compare,review,사용 목적과 공간에 맞는 스피커 선택 가이드를 제공합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,40400,hi,primary_gemini
01-drama-kw-425f83d3,01-drama,01,kw-425f83d3,노래찾기,흥얼거리는 멜로디로 노래찾기 하는 가장 쉬운 방법,howto,tip,음악 인식 앱을 활용해 노래찾기 기능을 스마트하게 사용하는 방법을 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,38750,hi,primary_gemini
01-k-pop-kw-3f23596d,01-k-pop,01,kw-3f23596d,요일별웹툰,"매일매일 즐거움, 요일별웹툰 인기작 체크리스트",info,start,요일별웹툰 중 요일마다 챙겨보기 좋은 웹툰들을 정리해 드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,38520,hi,primary_gemini
01-k-pop-kw-8b6439c5,01-k-pop,01,kw-8b6439c5,중드추천,중드추천: 로맨스부터 무협까지 입문자를 위한 명작,info,start,중국 드라마 입문자를 위해 재미와 작품성을 모두 갖춘 중드추천 리스트를 준비했습니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,37260,hi,primary_gemini
01-drama-kw-1fc52f44,01-drama,01,kw-1fc52f44,축구경기,오늘의 축구경기 일정 확인하고 생중계 보는 법,info,issue,주요 축구경기 일정과 시청 가능한 중계 플랫폼 정보를 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,35400,hi,primary_gemini
01-celeb-diet-kw-920ac0dc,01-celeb-diet,01,kw-920ac0dc,효소,"요즘 핫한 효소, 효능과 올바른 섭취 방법 알아보기",info,tip,건강 관리를 위해 찾는 효소의 올바른 개념과 섭취 시 주의사항을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,34350,hi,primary_gemini
01-drama-kw-2fe4aec0,01-drama,01,kw-2fe4aec0,최신영화순위,이번 주 최신영화순위로 보는 극장가 흥행 트렌드,info,issue,최신영화순위를 분석하여 대중들이 요즘 어떤 장르에 열광하는지 살펴봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,33710,hi,primary_gemini
01-drama-kw-f73d7a68,01-drama,01,kw-f73d7a68,분데스리가,분데스리가 경기 일정 및 한국인 선수 활약상 정리,info,issue,독일 분데스리가 리그 현황과 코리안 리거들의 활약 소식을 전해드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,32700,hi,primary_gemini
01-k-pop-kw-8f200ec7,01-k-pop,01,kw-8f200ec7,어린이뮤지컬,아이와 함께 보기 좋은 어린이뮤지컬 공연 예매 꿀팁,howto,tip,아이들의 눈높이에 맞춘 인기 어린이뮤지컬을 고르는 방법과 예매 노하우를 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,32430,hi,primary_gemini
01-k-pop-kw-04a72742,01-k-pop,01,kw-04a72742,경남가볼만한곳,주말 나들이로 딱 좋은 경남가볼만한곳 베스트 5,info,local,"경남 지역의 숨은 명소와 가족, 연인과 함께 가기 좋은 여행지를 추천합니다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,31340,hi,primary_gemini
01-style-kw-eba46999,01-style,01,kw-eba46999,인플루언서,"인플루언서가 되는 법, 퍼스널 브랜딩 시작하기",howto,start,자신만의 콘텐츠로 영향력을 키우는 인플루언서 성장 전략을 다룹니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,30540,hi,primary_gemini
01-photo-essay-kw-79cab9fa,01-photo-essay,01,kw-79cab9fa,무료사주,운세가 궁금할 때 이용하기 좋은 무료사주 사이트 추천,info,tip,간편하게 자신의 운세를 확인할 수 있는 신뢰도 높은 무료사주 서비스를 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,28270,hi,primary_gemini
01-style-btv-c2bf4f13,01-style,01,btv-c2bf4f13,BTV,BTV 요금제 비교와 알뜰하게 이용하는 방법,compare,tip,BTV 가입 전 알아두면 좋은 요금제 차이와 할인 혜택 정보를 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,25660,hi,primary_gemini
01-celeb-diet-kw-02a6810d,01-celeb-diet,01,kw-02a6810d,뱃살빼는법,집에서도 쉽게 따라하는 건강한 뱃살빼는법 루틴,howto,tip,식단과 생활 습관 개선을 통해 효과적으로 뱃살을 관리하는 방법을 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,25250,hi,primary_gemini
01-k-pop-kw-836ff228,01-k-pop,01,kw-836ff228,합천가볼만한곳,역사와 자연이 어우러진 합천가볼만한곳 완벽 정리,info,local,합천 여행 시 꼭 들러야 할 주요 관광지와 맛집 코스를 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,24750,hi,primary_gemini
01-actor-filmography-kw-ae6d8ddd,01-actor-filmography,01,kw-ae6d8ddd,넷플릭스드라마,주말 정주행 필수! 지금 가장 핫한 넷플릭스드라마 추천,info,review,장르별로 엄선한 넷플릭스 인기 드라마 리스트와 짧은 관전 포인트를 제공합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,24470,hi,primary_gemini
01-drama-kw-c1ac6289,01-drama,01,kw-c1ac6289,노래,기분 전환이 필요할 때 듣기 좋은 노래 플레이리스트,info,tip,"상황별, 감정별로 듣기 좋은 노래들을 엄선하여 추천해 드립니다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,24270,hi,primary_gemini
01-celeb-diet-kw-b5a1458a,01-celeb-diet,01,kw-b5a1458a,다이어트유산균,다이어트유산균 효과 있을까? 성분과 선택 기준 알아보기,info,review,체중 관리에 도움을 주는 다이어트유산균의 원리와 올바른 제품 선택법을 다룹니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,23920,hi,primary_gemini
01-celeb-diet-kw-1700fed6,01-celeb-diet,01,kw-1700fed6,다이어트보조제,다이어트보조제 종류별 특징과 주의사항 총정리,info,tip,시중에 판매되는 다이어트보조제의 성분별 효과와 섭취 시 주의할 점을 확인하세요.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,23910,hi,primary_gemini
01-celeb-diet-kw-f35391d1,01-celeb-diet,01,kw-f35391d1,뱃살빼는운동,매일 10분 투자! 복근 만드는 뱃살빼는운동 루틴,howto,tip,효과적인 뱃살 제거를 위한 홈트레이닝 동작과 운동 순서를 상세히 설명합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,22600,hi,primary_gemini
01-celeb-diet-kw-a72a2aa1,01-celeb-diet,01,kw-a72a2aa1,다이어트약,다이어트약 처방 전 꼭 알아야 할 부작용과 정보,info,issue,다이어트약의 원리와 처방 시 고려해야 할 건강상 주의사항을 전문가 관점에서 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,21980,hi,primary_gemini
01-style-kw-7ba42d81,01-style,01,kw-7ba42d81,키오스크,매장 운영 효율 높이는 키오스크 도입 비용과 장단점,compare,tip,소상공인을 위한 키오스크 선택 기준과 운영 시 고려해야 할 핵심 요소를 다룹니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,21940,hi,primary_gemini
01-actor-filmography-kw-0e731c2a,01-actor-filmography,01,kw-0e731c2a,마스킹테이프,다꾸의 완성! 마스킹테이프 활용법과 예쁜 브랜드 추천,info,tip,다이어리 꾸미기에 필수인 마스킹테이프의 다양한 활용 팁과 인기 디자인을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,21560,hi,primary_gemini
01-style-kw-9efabddd,01-style,01,kw-9efabddd,케이터링,행사 분위기 살리는 케이터링 서비스 선택 노하우,howto,tip,성공적인 파티나 행사를 위한 케이터링 업체 선정 기준과 메뉴 구성 팁을 공유합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,21110,hi,primary_gemini
01-style-tvcf-c980a921,01-style,01,tvcf-c980a921,TVCF,브랜드 가치를 높이는 효과적인 TVCF 제작 가이드,howto,tip,TVCF 광고 기획부터 제작까지의 전반적인 과정과 성공적인 광고 사례를 분석합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,20380,hi,primary_gemini
01-drama-kw-e8871037,01-drama,01,kw-e8871037,원데이클래스,취미 찾기 딱 좋은 원데이클래스 종류와 예약 방법,info,tip,"공방, 베이킹, 미술 등 인기 있는 원데이클래스 정보를 한눈에 알아봅니다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,19650,hi,primary_gemini
01-drama-kw-561b892d,01-drama,01,kw-561b892d,찬송가,마음의 평안을 주는 은혜로운 찬송가 모음 추천,info,tip,일상 속에서 듣기 좋은 찬송가 리스트와 그 의미를 함께 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,18880,hi,primary_gemini
01-drama-kw-05621895,01-drama,01,kw-05621895,공포영화추천,등골이 서늘해지는 역대급 공포영화추천 베스트,info,review,공포 마니아들을 위해 엄선한 공포영화 리스트와 관람 포인트를 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,18560,hi,primary_gemini
01-drama-kw-fb78f787,01-drama,01,kw-fb78f787,한국영화,다시 봐도 명작! 꼭 봐야 할 한국영화 추천 리스트,info,review,장르별로 다시 보고 싶은 한국영화 명작들을 선정하여 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,18520,hi,primary_gemini
01-k-pop-jtbc-bca7cba4,01-k-pop,01,jtbc-bca7cba4,JTBC드라마,몰입감 최고! 지금 정주행하기 좋은 JTBC드라마,info,review,탄탄한 스토리로 호평받은 JTBC드라마의 주요 작품들을 추천합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,17880,hi,primary_gemini
01-k-pop-kw-e3374230,01-k-pop,01,kw-e3374230,추천완결웹툰,정주행 끝판왕! 인생작이 될 추천완결웹툰 모음,info,review,이미 완결된 웹툰 중 독자들의 평점이 높은 작품들을 엄선했습니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,17810,hi,primary_gemini
01-style-kw-b5365a1a,01-style,01,kw-b5365a1a,행사,성공적인 행사 기획을 위한 체크리스트와 준비 팁,checklist,tip,행사 준비부터 마무리까지 놓치지 말아야 할 필수 체크리스트를 제공합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,17740,hi,primary_gemini
01-celeb-diet-kw-3c6f2f5d,01-celeb-diet,01,kw-3c6f2f5d,다이어트주사,"요즘 대세 다이어트주사, 원리와 효과 제대로 알기",info,issue,최근 주목받는 다이어트주사의 성분과 시술 전 확인해야 할 정보를 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,17510,hi,primary_gemini
01-drama-kw-ef364d06,01-drama,01,kw-ef364d06,최신가요,요즘 차트 점령한 최신가요 리스트와 인기곡 분석,info,issue,최신가요 차트를 통해 현재 가장 인기 있는 음악 트렌드를 확인해 보세요.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,17380,hi,primary_gemini
01-celeb-diet-kw-71a66776,01-celeb-diet,01,kw-71a66776,팔뚝살빼는운동,민소매 자신감! 집에서 하는 팔뚝살빼는운동,howto,tip,팔뚝 라인을 정리해주는 효과적인 운동 동작들을 사진과 함께 설명합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,16670,hi,primary_gemini
01-celeb-diet-kw-a934134d,01-celeb-diet,01,kw-a934134d,내장지방빼는법,"건강을 위한 필수 과제, 내장지방빼는법 식단 가이드",howto,tip,내장지방을 효과적으로 줄이기 위한 식습관 개선과 생활 수칙을 제안합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,16530,hi,primary_gemini
01-photo-essay-kw-e6809a07,01-photo-essay,01,kw-e6809a07,관상,"재미로 보는 관상, 얼굴 부위별 의미와 특징",info,tip,관상의 기초적인 개념과 얼굴 부위별로 담긴 의미를 흥미롭게 풀어봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,16250,hi,primary_gemini
01-actor-filmography-kw-0e994e00,01-actor-filmography,01,kw-0e994e00,네임스티커,아이 물건 분실 방지! 가성비 좋은 네임스티커 제작 팁,howto,tip,다양한 디자인의 네임스티커 활용법과 제작 시 고려할 점을 안내합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,16170,hi,primary_gemini
01-celeb-diet-kw-00d5f8dd,01-celeb-diet,01,kw-00d5f8dd,엉덩이,탄탄한 엉덩이 만드는 힙업 운동 루틴 공개,howto,tip,균형 잡힌 몸매를 위한 엉덩이 근육 강화 운동법을 상세히 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,16030,hi,primary_gemini
01-drama-kw-5ab8fba0,01-drama,01,kw-5ab8fba0,애니추천,입덕 주의! 인생 애니추천 장르별 베스트,info,review,애니메이션 초보자부터 마니아까지 모두 만족할 만한 작품들을 추천합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,15700,hi,primary_gemini
01-celeb-diet-kw-5f806964,01-celeb-diet,01,kw-5f806964,지방분해주사,지방분해주사 시술 효과와 자주 묻는 질문 모음,info,review,지방분해주사에 대한 궁금증을 해소하고 시술 전 주의사항을 정리했습니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,15240,hi,primary_gemini
01-drama-mbc-dd2d434d,01-drama,01,mbc-dd2d434d,MBC드라마,명작 드라마 맛집! 다시 보고 싶은 MBC드라마 추천,info,review,시청자들에게 큰 사랑을 받았던 MBC드라마의 대표작들을 다시 살펴봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,15070,hi,primary_gemini
01-style-kt-5a91da27,01-style,01,kt-5a91da27,KT닷컴,KT닷컴에서 스마트하게 통신비 할인받는 방법,howto,tip,KT닷컴 이용 혜택과 통신 서비스 가입 시 챙겨야 할 정보들을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14920,hi,primary_gemini
01-k-pop-kw-f5fd0e32,01-k-pop,01,kw-f5fd0e32,신작웹툰,이번 주 뭐 볼까? 놓치면 안 될 기대작 신작웹툰,info,issue,최근 연재를 시작한 신작웹툰 중 주목할 만한 작품들을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14710,hi,primary_gemini
01-photo-essay-kw-489c6219,01-photo-essay,01,kw-489c6219,이름궁합,"이름궁합으로 알아보는 우리 사이, 재미로 보는 연애운",info,tip,이름궁합의 원리와 함께 가볍게 즐길 수 있는 연애운 테스트를 다룹니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14540,hi,primary_gemini
01-photo-essay-kw-c0ee97f3,01-photo-essay,01,kw-c0ee97f3,손금보는법,초보자도 쉽게 따라하는 기초 손금보는법,howto,tip,손금의 기본 선들이 의미하는 바와 간단하게 손금 보는 방법을 알려드립니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14470,hi,primary_gemini
01-k-pop-kw-a1c2985d,01-k-pop,01,kw-a1c2985d,월요웹툰,월요병 퇴치! 매주 월요일을 기다리게 하는 월요웹툰,info,review,지루한 월요일을 즐겁게 만들어줄 인기 월요웹툰들을 추천합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14400,hi,primary_gemini
01-k-pop-kw-3305f4ee,01-k-pop,01,kw-3305f4ee,문화상품권사용처,"문화상품권사용처 총정리, 온라인에서 알뜰하게 쓰기",info,tip,문화상품권을 사용할 수 있는 온·오프라인 매장과 활용 꿀팁을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,14310,hi,primary_gemini
01-k-pop-kw-3157b7da,01-k-pop,01,kw-3157b7da,무료웹툰,합법적으로 즐기는 고퀄리티 무료웹툰 플랫폼 5곳 추천,info,tip,결제 없이도 즐길 수 있는 합법적인 무료웹툰 서비스와 이용 방법을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,13920,hi,primary_gemini
