l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,monthly_total,tier,meta_source
01-drama-kw-2f6c1e82,01-drama,01,kw-2f6c1e82,프로필사진촬영,인생샷 건지는 프로필사진촬영 준비물과 스튜디오 선택 가이드,howto,tip,"성공적인 프로필사진촬영을 위해 의상, 메이크업, 포즈 등 필수 준비 사항을 정리한다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,950,lt,primary_gemini
01-k-pop-19-6ed8e267,01-k-pop,01,19-6ed8e267,19금애니,성인들을 위한 19금애니 추천 작품과 시청 시 주의사항,info,review,성인용 애니메이션 장르의 특징과 시청 가능한 플랫폼 정보를 안내한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-drama-mp3-4f7a41f5,01-drama,01,mp3-4f7a41f5,MP3다운로드,안전하고 합법적인 MP3다운로드 방법과 저작권 상식,howto,tip,음원 저작권을 준수하며 안전하게 음악을 감상하고 다운로드하는 방법을 설명한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-drama-kw-81a5e457,01-drama,01,kw-81a5e457,문화예술,"일상 속 활력을 더하는 문화예술 즐기기, 요즘 트렌드는?",info,issue,"최근 주목받는 문화예술 활동과 전시, 공연 등 다양한 문화 생활을 소개한다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-style-kw-5c0166c5,01-style,01,kw-5c0166c5,블랙코코,"매력적인 스타일링의 완성, 블랙코코 브랜드 제품 리뷰",review,review,블랙코코 브랜드의 주요 제품 특징과 스타일링 활용법을 상세히 리뷰한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-k-pop-kw-fc2acbab,01-k-pop,01,kw-fc2acbab,여공남수웹툰,취향 저격! 요즘 인기 있는 여공남수웹툰 추천 리스트,info,review,독특한 서사와 매력을 가진 여공남수 장르의 웹툰 작품들을 추천한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-drama-kw-d5337412,01-drama,01,kw-d5337412,음원구매,"아티스트를 응원하는 가장 좋은 방법, 음원구매의 모든 것",info,tip,음원구매가 아티스트에게 미치는 영향과 다양한 구매 플랫폼을 비교한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-style-kw-ddbfc230,01-style,01,kw-ddbfc230,이어마이크,공연과 방송에 필수! 용도별 이어마이크 선택 가이드,compare,compare,무대용과 방송용 이어마이크의 차이점과 구매 시 고려해야 할 성능을 비교 분석한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-photo-essay-kw-fb1656a7,01-photo-essay,01,kw-fb1656a7,폰툰,모바일로 즐기는 웹툰 플랫폼 폰툰 이용 후기 및 장단점,review,review,폰툰 서비스의 사용자 인터페이스와 주요 콘텐츠 라인업을 직접 체험하고 리뷰한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-style-kw-bcab19d7,01-style,01,kw-bcab19d7,한식케이터링,행사의 품격을 높이는 한식케이터링 업체 선정 기준과 메뉴 구성,howto,tip,기업 행사나 파티에 적합한 한식케이터링 업체 선택 방법과 인기 메뉴를 제안한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,940,lt,primary_gemini
01-drama-mp3-dd00ea82,01-drama,01,mp3-dd00ea82,MP3다운,고음질 음악 감상을 위한 MP3다운 및 음원 관리 팁,howto,tip,음원 파일 관리 방법과 고음질 MP3다운을 위한 효율적인 시스템을 소개한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,930,lt,primary_gemini
01-k-pop-kw-9d599b68,01-k-pop,01,kw-9d599b68,웹툰무료,정식 플랫폼에서 웹툰무료로 즐겁게 감상하는 방법 3가지,howto,tip,불법 사이트 대신 정식 플랫폼에서 제공하는 무료 이용권과 이벤트 활용법을 정리한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,930,lt,primary_gemini
01-celeb-diet-pt-77126444,01-celeb-diet,01,pt-77126444,응암역PT,응암역PT 헬스장 선택 시 꼭 확인해야 할 체크리스트,checklist,local,"응암역 인근 PT샵을 찾을 때 시설, 트레이너 경력, 비용 등을 확인하는 기준을 제시한다.",gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,930,lt,primary_gemini
01-style-kw-6563b66a,01-style,01,kw-6563b66a,창업경진대회,성공적인 창업경진대회 준비를 위한 사업계획서 작성 전략,howto,tip,창업경진대회에서 입상하기 위한 핵심 요소와 사업계획서 작성 노하우를 공유한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,930,lt,primary_gemini
01-drama-kw-9ce4264a,01-drama,01,kw-9ce4264a,무료노래어플,언제 어디서나 신나게! 검증된 무료노래어플 추천 및 사용법,info,review,사용하기 편리하고 음질 좋은 무료노래어플들을 비교하고 기능을 설명한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,920,lt,primary_gemini
01-actor-filmography-kw-93f4a672,01-actor-filmography,01,kw-93f4a672,사무용집게,업무 효율을 높여주는 사무용집게 활용 아이디어 5가지,howto,tip,단순한 사무용집게를 활용해 데스크 환경을 정리하고 업무 효율을 높이는 꿀팁을 소개한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,920,lt,primary_gemini
01-actor-filmography-kw-609e200e,01-actor-filmography,01,kw-609e200e,아이돌굿즈제작,"나만의 아이돌굿즈제작, 소량 주문 가능한 업체와 디자인 팁",howto,tip,팬들이 직접 아이돌굿즈제작을 할 때 알아야 할 업체 선정과 디자인 가이드를 안내한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,920,lt,primary_gemini
01-k-pop-kw-1bd30c0b,01-k-pop,01,kw-1bd30c0b,윕툰,"요즘 대세 윕툰, 당신의 취향을 저격할 장르별 명작 추천",info,review,최근 독자들에게 사랑받는 윕툰 작품들을 장르별로 분류하여 소개한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,920,lt,primary_gemini
01-drama-kw-ad4b21b8,01-drama,01,kw-ad4b21b8,무료드라마,"다시 보고 싶은 무료드라마, 합법적으로 시청 가능한 플랫폼 추천",info,review,인기 드라마를 무료로 시청할 수 있는 OTT 서비스와 무료 채널을 정리한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,910,lt,primary_gemini
01-drama-kw-56d9d637,01-drama,01,kw-56d9d637,무료음원사이트,영상 제작자를 위한 저작권 걱정 없는 무료음원사이트 TOP 5,info,tip,유튜브나 영상 편집 시 사용하기 좋은 저작권 프리 무료음원사이트를 추천한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,910,lt,primary_gemini
01-k-pop-tv-dee5c59e,01-k-pop,01,tv-dee5c59e,TV보기,"스마트폰으로 TV보기, 실시간 방송부터 다시보기까지 총정리",howto,start,모바일 환경에서 TV를 시청하는 다양한 방법과 앱 서비스를 상세히 안내한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,900,lt,primary_gemini
01-actor-filmography-kw-ae75329c,01-actor-filmography,01,kw-ae75329c,대형사진액자,"인테리어의 완성, 대형사진액자 제작 시 고려할 재질과 사이즈",howto,tip,사진의 분위기를 살려주는 대형사진액자 선택법과 인테리어 배치 팁을 다룬다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,900,lt,primary_gemini
01-celeb-diet-kw-59e68b69,01-celeb-diet,01,kw-59e68b69,첫만남,"설레는 첫만남, 실패 없는 장소 선정과 대화 주제 추천",howto,tip,성공적인 첫만남을 위해 분위기 좋은 장소와 센스 있는 대화법을 제안한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,900,lt,primary_gemini
01-drama-kw-281a2bca,01-drama,01,kw-281a2bca,기타레슨,기타레슨 시작하기 전 알아야 할 악기 구입 및 학원 선택법,howto,start,초보자가 기타레슨을 시작할 때 준비해야 할 사항과 레슨 방식의 종류를 설명한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,890,lt,primary_gemini
01-actor-filmography-kw-81061a93,01-actor-filmography,01,kw-81061a93,필라멘트테이프,강력한 고정력! 필라멘트테이프의 특징과 올바른 사용법,info,tip,산업용 및 가정용으로 쓰이는 필라멘트테이프의 용도와 활용법을 정리한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,880,lt,primary_gemini
01-drama-kw-96fef1a4,01-drama,01,kw-96fef1a4,취미생활추천,지루한 일상에 활력을! 나에게 맞는 취미생활추천 리스트,info,start,성향별로 즐기기 좋은 다양한 취미생활을 소개하고 시작하는 법을 안내한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,870,lt,primary_gemini
01-style-kw-8f9ee8ad,01-style,01,kw-8f9ee8ad,플래그쉽스토어,"브랜드의 정수, 요즘 꼭 가봐야 할 핫한 플래그쉽스토어 탐방",info,issue,최근 팝업스토어와 플래그쉽스토어의 트렌드와 방문 시 즐길 거리를 소개한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,870,lt,primary_gemini
01-celeb-diet-kw-39d6b381,01-celeb-diet,01,kw-39d6b381,하체다이어트,"효과적인 하체다이어트, 운동 루틴과 식단 관리 핵심 요약",howto,tip,하체 라인을 예쁘게 만드는 운동법과 생활 속 실천 가능한 다이어트 팁을 공유한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,870,lt,primary_gemini
01-drama-kw-b1a3874f,01-drama,01,kw-b1a3874f,무료영화다운사이트,안전하게 이용하는 무료영화다운사이트 및 OTT 활용법,info,tip,무료영화다운사이트 이용 시 주의점과 합법적인 영화 감상 플랫폼을 소개한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-photo-essay-kw-d937b39e,01-photo-essay,01,kw-d937b39e,부잔교,"낚시와 휴식의 공간, 부잔교 설치와 안전 수칙 알아보기",info,issue,물 위에 떠 있는 부잔교의 정의와 이용 시 반드시 지켜야 할 안전 수칙을 다룬다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-style-kw-e3a63318,01-style,01,kw-e3a63318,음향렌탈,성공적인 행사를 위한 음향렌탈 업체 선정 기준과 체크리스트,checklist,tip,행사 규모에 맞는 음향 장비 렌탈 방법과 업체 선정 시 필수 체크리스트를 제공한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-drama-kw-35145ff1,01-drama,01,kw-35145ff1,찬송가악보,악기 연주를 위한 찬송가악보 무료 다운로드 및 활용법,howto,tip,찬송가악보를 찾기 쉬운 사이트와 연주를 위한 악보 관리 팁을 안내한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-actor-filmography-kw-145b334c,01-actor-filmography,01,kw-145b334c,칠순잔치현수막,특별한 칠순잔치현수막 문구 추천과 디자인 제작 가이드,howto,tip,칠순잔치 분위기를 살려주는 센스 있는 현수막 문구와 제작 팁을 정리한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-celeb-diet-kw-6dbebf4d,01-celeb-diet,01,kw-6dbebf4d,칼로리컷팅제,칼로리컷팅제 효과와 올바른 섭취 시 주의사항 정리,info,review,다이어트 보조제인 칼로리컷팅제의 원리와 복용 시 건강을 위한 주의사항을 다룬다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-actor-filmography-kw-de0f0444,01-actor-filmography,01,kw-de0f0444,행사기념품,받는 사람 기분 좋은 행사기념품 베스트 아이템 추천,info,tip,기업이나 단체 행사 성격에 맞는 실용적인 기념품 아이템을 추천한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,860,lt,primary_gemini
01-k-pop-tv-8765efc8,01-k-pop,01,tv-8765efc8,TV시청,"스마트한 TV시청 환경 만들기, OTT와 실시간 채널 활용법",howto,start,다양해진 미디어 환경에서 효율적으로 TV시청을 즐기는 방법을 설명한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,850,lt,primary_gemini
01-drama-vod-5cc1bbf7,01-drama,01,vod-5cc1bbf7,VOD순위,지금 가장 인기 있는 작품은? 주간 VOD순위 확인하는 법,info,issue,최신 VOD순위를 통해 현재 대중들이 가장 많이 보는 콘텐츠 트렌드를 분석한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,850,lt,primary_gemini
01-style-kw-6c525663,01-style,01,kw-6c525663,경품이벤트,당첨 확률 높이는 경품이벤트 응모 노하우와 꿀팁,howto,tip,다양한 경품이벤트에 효율적으로 참여하고 당첨 확률을 높이는 전략을 공유한다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,850,lt,primary_gemini
01-celeb-diet-kw-ac1f6ecb,01-celeb-diet,01,kw-ac1f6ecb,남자다이어트보조제,남자다이어트보조제 효과 있을까? 성분별 특징과 주의사항,info,tip,남성 다이어트 보조제의 주요 성분과 올바른 선택 가이드를 제공합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,850,lt,primary_gemini
01-photo-essay-kw-cbc72794,01-photo-essay,01,kw-cbc72794,수상펜션,"이색 여행지 추천, 물 위에 떠 있는 수상펜션 이용 꿀팁",info,local,수상펜션의 매력과 방문 시 준비해야 할 필수 체크리스트를 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,850,lt,primary_gemini
01-style-kw-d8dc505f,01-style,01,kw-d8dc505f,광고회사,성공적인 브랜딩을 위한 광고회사 선정 기준과 체크리스트,checklist,howto,우리 브랜드에 딱 맞는 광고회사를 찾기 위한 실무적인 선택 기준을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-drama-kw-0b975464,01-drama,01,kw-0b975464,다시보기사이트,합법적인 다시보기사이트 이용 방법과 OTT 서비스 비교,compare,tip,안전하게 콘텐츠를 즐길 수 있는 합법적 다시보기 플랫폼들을 비교합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-celeb-diet-kw-b29b3115,01-celeb-diet,01,kw-b29b3115,다이어트전후,다이어트전후 변화를 만드는 건강한 식단과 운동 루틴,info,start,성공적인 다이어트 사례를 통해 지속 가능한 건강 관리법을 알아봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-drama-kw-99004d30,01-drama,01,kw-99004d30,무료노래다운받기,저작권 걱정 없는 무료노래다운받기 방법과 추천 사이트,howto,tip,합법적으로 음원을 이용할 수 있는 저작권 프리 사이트들을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-drama-kw-c677414d,01-drama,01,kw-c677414d,무료영화어플,언제 어디서나 즐기는 무료영화어플 추천 및 사용법,info,tip,영화 마니아를 위한 무료 영화 스트리밍 어플리케이션을 추천합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-k-pop-kw-ac346b2c,01-k-pop,01,kw-ac346b2c,유튜브가족공유,유튜브가족공유 설정 방법과 요금 절약 꿀팁,howto,tip,유튜브 프리미엄 가족 공유 기능을 활용해 구독료를 아끼는 방법을 설명합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-actor-filmography-kw-912e80ff,01-actor-filmography,01,kw-912e80ff,하트키링,요즘 대세 하트키링으로 완성하는 나만의 가방 꾸미기,review,tip,트렌디한 하트키링 스타일링 방법과 추천 아이템을 리뷰합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,840,lt,primary_gemini
01-actor-filmography-kw-b0c979c0,01-actor-filmography,01,kw-b0c979c0,디아섹액자,사진의 품격을 높이는 디아섹액자 제작 특징과 장단점,info,review,고급 인테리어 액자로 사랑받는 디아섹액자의 제작 원리와 장점을 분석합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-actor-filmography-kw-d26a3260,01-actor-filmography,01,kw-d26a3260,메모꽂이,"데스크테리어의 완성, 감성적인 메모꽂이 추천 및 활용법",review,tip,책상을 깔끔하게 정리해주는 예쁜 메모꽂이 아이템들을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-style-kw-8689b0ee,01-style,01,kw-8689b0ee,믹싱,음악의 퀄리티를 결정하는 믹싱 기초와 핵심 가이드,howto,start,홈 레코딩 입문자를 위해 믹싱의 기본 과정과 필수 팁을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-actor-filmography-kw-6b0aea16,01-actor-filmography,01,kw-6b0aea16,박물관굿즈,"소장 가치 200% 박물관굿즈 추천, 트렌디한 디자인 아이템",review,tip,최근 인기 있는 박물관 굿즈의 매력과 구매처 정보를 공유합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-photo-essay-kw-a886fad8,01-photo-essay,01,kw-a886fad8,비주얼디렉터,브랜드의 이미지를 만드는 비주얼디렉터의 역할과 전망,info,issue,비주얼디렉터라는 직업의 세계와 필요한 역량을 상세히 알아봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-celeb-diet-kw-9636923a,01-celeb-diet,01,kw-9636923a,팔뚝살빼기,집에서 따라 하는 팔뚝살빼기 운동 루틴과 생활 습관,howto,tip,매끈한 팔 라인을 만들기 위한 효과적인 스트레칭과 운동법을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,830,lt,primary_gemini
01-celeb-diet-kw-cbb045d6,01-celeb-diet,01,kw-cbb045d6,녹차의효능,매일 마시는 녹차의효능과 건강하게 즐기는 방법,info,tip,녹차가 우리 몸에 주는 긍정적인 영향과 섭취 시 주의사항을 정리합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,820,lt,primary_gemini
01-photo-essay-kw-1f228b9c,01-photo-essay,01,kw-1f228b9c,스튜디오촬영,인생샷 남기는 스튜디오촬영 준비물과 예약 꿀팁,howto,tip,스튜디오 촬영 전 체크해야 할 준비 사항과 성공적인 결과물을 위한 팁을 공유합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,820,lt,primary_gemini
01-drama-kw-73377178,01-drama,01,kw-73377178,옛날영화,다시 봐도 좋은 추억의 옛날영화 추천 리스트,info,review,시대를 초월한 감동을 주는 옛날 명작 영화들을 엄선하여 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,820,lt,primary_gemini
01-celeb-diet-kw-fc4e77b3,01-celeb-diet,01,kw-fc4e77b3,지방분해,지방분해 원리와 효과적인 다이어트 관리 방법,info,tip,신체 지방분해 과정과 이를 돕는 효율적인 식단 및 운동법을 알아봅니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,820,lt,primary_gemini
01-actor-filmography-kw-9c3e3a94,01-actor-filmography,01,kw-9c3e3a94,구쯔,"취향 저격 구쯔 찾기, 나만의 아이템 수집 노하우",info,tip,다양한 굿즈(구쯔)를 효과적으로 수집하고 정리하는 방법을 소개합니다.,gemini:gemini-3.1-flash-lite,2026-06-17T08:28:51.163364+00:00,810,lt,primary_gemini
