l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at
02-pension-system-pension-age-by-birth,02-pension-system,02,pension-age-by-birth,연금 수령 나이 기준,국민연금 수령 나이 출생연도별 기준,info,tip,출생연도별 수령 개시 나이입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-db-vs-dc-retirement,02-pension-system,02,db-vs-dc-retirement,퇴직연금 DB DC 차이,퇴직연금 DB형 DC형 차이 비교,compare,compare,퇴직연금 두 유형을 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-basic-pension-eligibility,02-pension-system,02,basic-pension-eligibility,기초연금 수급 조건,기초연금 받을 수 있는 조건 정리,info,tip,기초연금 수급 요건을 정리합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-voluntary-enrollment,02-pension-system,02,voluntary-enrollment,국민연금 임의가입,소득 없어도 가입하는 임의가입 제도,info,start,임의가입 제도의 개념과 대상입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-back-payment-system,02-pension-system,02,back-payment-system,연금 추납 제도,국민연금 추후납부 제도 활용,info,tip,추납으로 가입기간 채우는 제도입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-premium-support-program,02-pension-system,02,premium-support-program,연금보험료 지원 제도,보험료 지원받는 두루누리 제도,info,tip,연금보험료 지원 제도를 소개합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-divided-pension,02-pension-system,02,divided-pension,분할연금 제도,이혼 시 분할연금 제도 알아보기,info,issue,분할연금의 요건과 신청을 설명합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-severance-vs-pension,02-pension-system,02,severance-vs-pension,퇴직금과 퇴직연금 차이,퇴직금과 퇴직연금 무엇이 다를까,compare,compare,퇴직금과 퇴직연금을 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-lump-sum-vs-annuity,02-pension-system,02,lump-sum-vs-annuity,연금 수령 방법 선택,일시금과 연금 수령 방식 비교,compare,tip,수령 방식별 차이를 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-payment-history-check,02-pension-system,02,payment-history-check,국민연금 납부 내역 확인,국민연금 납부 내역 확인하는 곳,howto,tip,납부 이력 확인 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-pension-credit-system,02-pension-system,02,pension-credit-system,연금 크레딧 제도,출산 군복무 크레딧 제도 정리,info,tip,가입기간을 더해주는 크레딧 제도입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-housing-pension-terms,02-pension-system,02,housing-pension-terms,주택연금 가입 조건,주택연금 가입 조건과 구조,info,start,주택연금의 조건과 구조입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-overseas-resident-pension,02-pension-system,02,overseas-resident-pension,해외 거주자 국민연금,해외 이주하면 국민연금 어떻게 될까,info,issue,해외 이주 시 연금 처리입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
02-pension-system-pension-rule-changes,02-pension-system,02,pension-rule-changes,연금 제도 변경 소식,달라지는 연금 제도 소식 정리,news,issue,연금 제도 변경 사항을 전합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-health-myth-factcheck,03-health-information,03,health-myth-factcheck,건강 속설 팩트체크,흔한 건강 속설 사실일까 팩트체크,info,issue,널리 퍼진 건강 속설을 검증합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-daily-water-intake,03-health-information,03,daily-water-intake,하루 물 섭취량 진실,하루 물 8잔 꼭 마셔야 할까,info,issue,물 섭취 권장량의 근거를 살펴봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-body-trivia-quiz,03-health-information,03,body-trivia-quiz,우리 몸 상식 퀴즈,재미로 보는 우리 몸 상식,info,tip,몸에 관한 흥미로운 상식입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-medical-terms-easy,03-health-information,03,medical-terms-easy,의학 용어 쉽게 이해,병원에서 듣는 의학 용어 풀이,info,start,진료 시 듣는 용어를 풀이합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-seasonal-health-tips,03-health-information,03,seasonal-health-tips,계절별 건강 상식,계절마다 챙길 건강 상식 모음,info,tip,계절별로 알아둘 건강 상식입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-filtering-health-info,03-health-information,03,filtering-health-info,건강 정보 거르는 법,과장된 건강 정보 구별하는 기준,info,issue,과장 건강 정보 판별 기준입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-first-aid-basics,03-health-information,03,first-aid-basics,응급처치 기본 상식,알아두면 좋은 응급처치 기본,checklist,tip,기본 응급처치 상식을 정리합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-blood-type-myths,03-health-information,03,blood-type-myths,혈액형과 건강 속설,혈액형 건강 속설 어디까지 사실일까,review,issue,혈액형 속설의 사실 여부입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-body-temperature-basics,03-health-information,03,body-temperature-basics,기초 체온 상식,평소 체온이 알려주는 것,info,tip,체온 변화의 의미를 설명합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-health-documentaries,03-health-information,03,health-documentaries,건강 다큐 추천,볼만한 건강 다큐멘터리 추천,review,review,건강을 다룬 다큐를 추천합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-longevity-villages,03-health-information,03,longevity-villages,세계의 장수 비결,장수 마을의 생활 비결 들여다보기,review,review,장수 지역의 생활 습관을 봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-amazing-body-facts,03-health-information,03,amazing-body-facts,인체 신기한 사실,몰랐던 인체의 신기한 사실들,info,tip,인체에 관한 놀라운 사실입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-which-department-to-visit,03-health-information,03,which-department-to-visit,병원 진료과 선택 기준,증상별 어느 진료과 가야 할까,info,tip,증상별 진료과 선택을 안내합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-health-books-recommend,03-health-information,03,health-books-recommend,건강 책 추천,건강 교양서 추천 리스트,review,review,건강 교양 도서를 추천합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-health-information-folk-remedy-truth,03-health-information,03,folk-remedy-truth,민간요법 진실 검증,민간요법 어디까지 믿어야 할까,review,issue,민간요법의 근거를 따져봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-burnout-warning-signs,03-mental-wellness,03,burnout-warning-signs,직장인 번아웃 신호,번아웃 의심 신호와 대처 시작점,info,issue,번아웃 신호와 첫 대처를 다룹니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-mindfulness-meditation-start,03-mental-wellness,03,mindfulness-meditation-start,마음챙김 명상 입문,초보자를 위한 마음챙김 명상 시작,howto,start,명상을 처음 시작하는 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-stress-relief-hobbies,03-mental-wellness,03,stress-relief-hobbies,스트레스 해소 취미,스트레스 풀리는 취미 활동 추천,review,review,마음이 풀리는 취미를 추천합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-emotion-journaling,03-mental-wellness,03,emotion-journaling,감정 일기 쓰는 법,감정 일기로 마음 정리하는 법,howto,tip,감정 일기 작성 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-low-energy-day-routine,03-mental-wellness,03,low-energy-day-routine,무기력할 때 루틴,무기력한 날 가볍게 시작하는 루틴,info,tip,무기력한 날의 작은 시작입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-counseling-first-visit,03-mental-wellness,03,counseling-first-visit,심리상담 받는 방법,심리상담 처음 받을 때 알아둘 것,info,start,첫 심리상담 준비를 안내합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-digital-detox-practice,03-mental-wellness,03,digital-detox-practice,디지털 디톡스 실천,스마트폰 줄이는 디지털 디톡스,howto,tip,디지털 디톡스 실천 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-meditation-app-compare,03-mental-wellness,03,meditation-app-compare,명상 앱 비교,명상 앱 기능과 가격 비교,compare,compare,명상 앱들을 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-commute-mind-care,03-mental-wellness,03,commute-mind-care,출퇴근길 마음 돌보기,출퇴근 시간 마음 돌보는 습관,info,tip,이동 시간 마음 챙김 습관입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-self-esteem-habits,03-mental-wellness,03,self-esteem-habits,자존감 회복 습관,일상에서 자존감 챙기는 습관,info,tip,자존감을 지키는 일상 습관입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-mental-care-books,03-mental-wellness,03,mental-care-books,마음 건강 책 추천,마음을 돌보는 책 추천,review,review,마음 돌봄 도서를 추천합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-anger-management-breathing,03-mental-wellness,03,anger-management-breathing,화 다스리는 방법,욱하는 화 다스리는 호흡법,howto,tip,화가 날 때의 진정 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-doing-nothing-rest,03-mental-wellness,03,doing-nothing-rest,주말 멍때리기 효과,멍때리기가 주는 휴식 효과,info,tip,아무것도 안 하는 휴식의 효과입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-mental-support-programs,03-mental-wellness,03,mental-support-programs,정신건강 지원 제도,마음 건강 무료 지원 제도 안내,info,tip,공공 마음건강 지원 제도입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-mental-wellness-sns-comparison-escape,03-mental-wellness,03,sns-comparison-escape,SNS 비교 심리 벗어나기,SNS 비교 심리에서 벗어나는 법,info,issue,비교 심리를 줄이는 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-evening-sleep-routine,03-sleep-health,03,evening-sleep-routine,저녁 수면 루틴 만들기,꿀잠 부르는 저녁 수면 루틴,info,tip,잠들기 전 루틴을 제안합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-sleepless-night-coping,03-sleep-health,03,sleepless-night-coping,불면 날 대처법,잠 안 오는 밤 해볼 수 있는 것들,howto,tip,잠이 안 올 때의 대처입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-sleep-app-compare,03-sleep-health,03,sleep-app-compare,수면 앱 추천 비교,수면 기록 앱 기능 비교,compare,compare,수면 기록 앱을 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-nap-duration-effects,03-sleep-health,03,nap-duration-effects,낮잠 효과와 시간,낮잠 얼마나 자야 개운할까,info,tip,낮잠의 적정 시간을 다룹니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-bedding-selection,03-sleep-health,03,bedding-selection,침구 선택 가이드,숙면을 돕는 베개 이불 고르기,info,start,숙면용 침구 선택 기준입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-caffeine-sleep-relation,03-sleep-health,03,caffeine-sleep-relation,카페인과 수면 관계,커피 몇 시까지 마셔도 될까,info,issue,카페인이 잠에 미치는 영향입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-shift-worker-sleep,03-sleep-health,03,shift-worker-sleep,교대근무 수면 관리,교대근무자의 수면 관리 요령,info,tip,교대근무자 수면 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-sleep-deprivation-signs,03-sleep-health,03,sleep-deprivation-signs,수면 부족 신호,수면 부족이 보내는 몸의 신호,info,issue,수면 부족의 신호를 짚습니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-snoring-management,03-sleep-health,03,snoring-management,코골이 원인과 관리,코골이가 생기는 이유와 생활 관리,info,issue,코골이 원인과 생활 관리입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-bedroom-environment,03-sleep-health,03,bedroom-environment,수면 환경 만들기,침실 온도 조명 수면 환경 세팅,howto,tip,숙면을 위한 침실 환경입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-weekend-catchup-sleep,03-sleep-health,03,weekend-catchup-sleep,주말 몰아자기 진실,주말에 몰아 자면 피로 풀릴까,info,issue,몰아 자기의 효과를 따져봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-sleep-diary-tracking,03-sleep-health,03,sleep-diary-tracking,수면 일기 쓰기,수면 패턴 기록하는 수면 일기,howto,tip,수면 패턴 기록 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-bedtime-stretching,03-sleep-health,03,bedtime-stretching,잠들기 전 스트레칭,자기 전 가벼운 이완 스트레칭,howto,howto,취침 전 이완 동작입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-white-noise-review,03-sleep-health,03,white-noise-review,백색소음 활용 후기,백색소음과 수면 음악 활용 후기,review,review,수면 음향의 활용 경험입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-sleep-health-sleep-stages-explained,03-sleep-health,03,sleep-stages-explained,렘수면 단계 이해,렘수면 깊은잠 수면 단계 이해,info,start,수면 단계의 개념을 설명합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-plateau-breakthrough,03-weight-management,03,plateau-breakthrough,체중 정체기 극복,다이어트 정체기 왜 오고 어떻게 지날까,info,issue,정체기의 원인과 대처입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-yoyo-prevention,03-weight-management,03,yoyo-prevention,요요 없는 감량 원칙,요요를 부르는 습관과 예방 원칙,info,issue,요요를 막는 관리 원칙입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-weight-tracking-habit,03-weight-management,03,weight-tracking-habit,체중 기록 습관,매일 체중 기록 올바르게 하는 법,howto,tip,체중 기록의 올바른 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-inbody-result-reading,03-weight-management,03,inbody-result-reading,인바디 결과 보는 법,인바디 수치 항목별 읽는 법,howto,tip,인바디 항목 읽는 법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-realistic-goal-setting,03-weight-management,03,realistic-goal-setting,감량 목표 설정,현실적인 감량 목표 세우는 기준,info,start,무리 없는 목표 설정 기준입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-smart-scale-review,03-weight-management,03,smart-scale-review,스마트 체중계 비교,스마트 체중계 기능 비교 후기,review,tip,스마트 체중계를 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-diet-app-compare,03-weight-management,03,diet-app-compare,다이어트 앱 비교,식단 기록 다이어트 앱 비교,compare,compare,기록형 다이어트 앱 비교입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-maintenance-period,03-weight-management,03,maintenance-period,감량 후 유지 기간,감량 후 유지어터 기간 보내는 법,info,tip,감량 후 유지 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-daily-weight-fluctuation,03-weight-management,03,daily-weight-fluctuation,체중 변동 이해,체중이 하루에도 오르내리는 이유,info,tip,일중 체중 변동의 이유입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-bmi-limitations,03-weight-management,03,bmi-limitations,비만도 계산 BMI,BMI 비만도 계산과 한계 이해,info,issue,BMI의 계산과 한계입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-busy-week-management,03-weight-management,03,busy-week-management,회식 잦은 주 관리,회식 잦은 직장인 체중 관리 요령,info,tip,약속 많은 시기 관리 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-family-weight-program,03-weight-management,03,family-weight-program,가족과 함께 감량,가족이 함께하는 체중 관리 방법,howto,howto,가족 단위 관리 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-diet-review-literacy,03-weight-management,03,diet-review-literacy,감량 후기 거르는 법,다이어트 후기 볼 때 거를 것,review,issue,과장 후기 판별 기준입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-winter-weight-care,03-weight-management,03,winter-weight-care,겨울철 체중 관리,활동량 줄어드는 겨울 체중 관리,info,tip,겨울철 관리 포인트입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-weight-management-when-to-seek-help,03-weight-management,03,when-to-seek-help,전문가 도움 받을 때,체중 관리 전문가 상담이 필요한 신호,info,tip,전문 상담이 필요한 경우입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-weekly-diet-plan,03-diet-meal-plan,03,weekly-diet-plan,일주일 다이어트 식단표,일주일 다이어트 식단표 짜는 법,howto,howto,일주일 식단 구성 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-convenience-store-picks,03-diet-meal-plan,03,convenience-store-picks,편의점 다이어트 조합,편의점에서 고르는 다이어트 한 끼,info,tip,편의점 식단 조합입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-satiety-foods,03-diet-meal-plan,03,satiety-foods,포만감 높은 식재료,포만감 오래가는 식재료 모음,info,tip,포만감 좋은 식재료입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-eating-out-choices,03-diet-meal-plan,03,eating-out-choices,저칼로리 외식 메뉴,외식할 때 덜 부담되는 메뉴 선택,info,tip,외식 메뉴 선택 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-diet-lunchbox-prep,03-diet-meal-plan,03,diet-lunchbox-prep,다이어트 도시락 싸기,직장인 다이어트 도시락 준비 요령,howto,tip,도시락 준비 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-diet-failure-moments,03-diet-meal-plan,03,diet-failure-moments,식단 조절 실패 원인,식단 조절이 무너지는 순간들,info,issue,식단이 무너지는 순간 분석입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-cheat-day-strategy,03-diet-meal-plan,03,cheat-day-strategy,치팅데이 운영법,치팅데이 어떻게 써야 할까,howto,issue,치팅데이 운영 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-late-night-snack-control,03-diet-meal-plan,03,late-night-snack-control,야식 줄이는 방법,야식 습관 줄이는 현실 방법,info,tip,야식을 줄이는 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-salad-variation-ideas,03-diet-meal-plan,03,salad-variation-ideas,샐러드 안 질리게 먹기,샐러드 질리지 않게 먹는 변화 후기,review,review,샐러드 변주 아이디어입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-reverse-eating-order,03-diet-meal-plan,03,reverse-eating-order,식사 순서 거꾸로 먹기,거꾸로 식사법 효과 있을까,info,issue,식사 순서 조절을 살펴봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-diet-friendly-drinks,03-diet-meal-plan,03,diet-friendly-drinks,식단 중 마실 음료,식단 중 마셔도 되는 음료 정리,info,tip,식단 중 음료 선택입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-food-logging-method,03-diet-meal-plan,03,food-logging-method,식단 기록 방법,먹은 것 기록하는 식단 일기 쓰기,howto,tip,식단 기록 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-zero-products-reality,03-diet-meal-plan,03,zero-products-reality,제로 식품 활용과 한계,제로 칼로리 식품 똑똑하게 보기,info,issue,제로 식품의 활용과 한계입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-meal-delivery-compare,03-diet-meal-plan,03,meal-delivery-compare,다이어트 식단 배송 비교,식단 도시락 배송 서비스 비교,compare,compare,식단 배송 서비스를 비교합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-diet-meal-plan-holiday-diet-survival,03-diet-meal-plan,03,holiday-diet-survival,명절 연휴 식단 관리,명절 연휴 식단 무너지지 않기,info,tip,연휴 식단 관리 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-balanced-plate-ratio,03-healthy-diet,03,balanced-plate-ratio,균형 잡힌 한 끼 구성,균형 잡힌 식판 구성 비율 이해,info,start,한 끼 균형 비율을 설명합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-seasonal-ingredients-calendar,03-healthy-diet,03,seasonal-ingredients-calendar,제철 식재료 달력,월별 제철 식재료 캘린더,info,tip,월별 제철 재료 정리입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-quick-healthy-breakfast,03-healthy-diet,03,quick-healthy-breakfast,아침 거르지 않는 법,바쁜 아침 간단 건강 한 끼,info,tip,간단한 아침 식사 아이디어입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-vegetable-intake-boost,03-healthy-diet,03,vegetable-intake-boost,채소 더 먹는 요령,하루 채소 섭취 늘리는 요령,howto,tip,채소 섭취를 늘리는 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-hidden-sugar-reduction,03-healthy-diet,03,hidden-sugar-reduction,당 줄이는 식습관,숨은 당 줄이는 식습관 만들기,info,issue,숨은 당을 줄이는 습관입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-whole-grain-switch,03-healthy-diet,03,whole-grain-switch,통곡물 바꿔 먹기,흰쌀 대신 통곡물 시작하기,info,start,통곡물 전환 방법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-nutrition-label-reading,03-healthy-diet,03,nutrition-label-reading,식품 영양성분표 읽기,영양성분표 제대로 읽는 법,howto,tip,영양성분표 읽는 법입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-processed-food-criteria,03-healthy-diet,03,processed-food-criteria,가공식품 고르는 기준,가공식품 살 때 확인할 기준,checklist,tip,가공식품 선택 기준입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-solo-healthy-meals,03-healthy-diet,03,solo-healthy-meals,혼밥 건강하게 먹기,혼밥도 건강하게 차리는 법,info,tip,1인 식사 건강하게 챙기기입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-parents-meal-ideas,03-healthy-diet,03,parents-meal-ideas,부모님 밥상 챙기기,부모님 건강 밥상 차림 아이디어,info,tip,부모님 식단 아이디어입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-eating-out-balance,03-healthy-diet,03,eating-out-balance,외식 잦을 때 균형,외식 많은 주간 영양 균형 맞추기,info,tip,외식 잦을 때의 균형 요령입니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-superfood-marketing,03-healthy-diet,03,superfood-marketing,슈퍼푸드 과장 구별,슈퍼푸드 마케팅 어디까지 진실일까,info,issue,슈퍼푸드 과장을 가려봅니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
03-healthy-diet-food-documentaries,03-healthy-diet,03,food-documentaries,식단 관련 다큐 추천,음식과 건강 다큐멘터리 추천,review,review,음식 다큐를 추천합니다.,claude_direct,2026-06-11T14:19:18.379135+00:00
