scenario,action,l2_id,l1_code,name_ko,merge_target_l2_id,new_value,note
A,keep,12-education-information,12,교육 정보,,,
A,keep,13-dog-training,13,강아지 훈련,,,
A,keep,13-cat-food,13,고양이 사료,,,
A,keep,13-pet-insurance,13,펫 보험,,,
A,keep,13-pet-hospital,13,반려동물 병원,,,
A,keep,13-pet-product-review,13,펫 용품 리뷰,,,
A,keep,13-dog-health,13,강아지 건강,,,
A,keep,13-cat-behavior,13,고양이 행동,,,
A,merge,13-pet-care-tips,13,펫 케어 팁,13-pet-living-tips,,→ 펫 생활 팁로 흡수
A,keep,13-pet-grooming,13,반려동물 미용,,,
A,keep,13-pet-communication,13,펫 커뮤니케이션,,,
A,keep,13-dog-play,13,강아지 놀이,,,
A,keep,13-cat-playground,13,고양이 놀이터,,,
A,keep,13-pet-photography,13,펫 사진 촬영,,,
A,keep,13-pet-etiquette,13,반려동물 예절,,,
A,keep,13-pet-living-tips,13,펫 생활 팁,,,
A,keep,14-camping-gear,14,캠핑 장비,,,
A,keep,14-hiking-guide,14,등산 가이드,,,
A,keep,14-outdoor-fashion,14,아웃도어 패션,,,
A,keep,14-fishing-tips,14,낚시 팁,,,
A,keep,14-car-camping-trip,14,차박 여행,,,
A,keep,14-camping-cooking,14,캠핑 요리,,,
A,keep,14-hiking-health,14,등산 건강,,,
A,keep,14-outdoor-safety,14,아웃도어 안전,,,
A,keep,14-camping-sites,14,캠핑 장소,,,
A,keep,14-hiking-gear,14,등산 장비,,,
A,keep,14-fishing-gear,14,낚시 장비,,,
A,keep,14-car-camping-essentials,14,차박 준비물,,,
A,keep,14-outdoor-events,14,아웃도어 이벤트,,,
A,keep,14-camping-tips,14,캠핑 노하우,,,
A,keep,14-hiking-community,14,등산 커뮤니티,,,
A,keep,08-acne-care,08,여드름 케어,,,
A,keep,08-pore-care,08,모공 케어,,,
A,keep,08-wrinkle-care,08,주름 케어,,,
A,keep,08-mens-beauty,08,남성 뷰티,,,
A,keep,08-nail-care,08,네일 케어,,,
A,keep,09-jeju-food,09,제주 맛집,,,
A,keep,09-ulsan-food,09,울산 맛집,,,
A,keep,09-sejong-food,09,세종 맛집,,,
A,keep,09-chungbuk-food,09,충북 맛집,,,
A,keep,09-chungnam-food,09,충남 맛집,,,
A,keep,09-jeonbuk-food,09,전북 맛집,,,
A,keep,09-jeonnam-food,09,전남 맛집,,,
A,keep,09-gyeongbuk-food,09,경북 맛집,,,
A,keep,09-gyeongnam-food,09,경남 맛집,,,
A,keep,09-gangnam-food,09,강남 맛집,,,
A,keep,09-hongdae-food,09,홍대 맛집,,,
A,keep,09-seongsu-food,09,성수 맛집,,,
A,keep,09-jamsil-food,09,잠실 맛집,,,
A,keep,09-itaewon-food,09,이태원 맛집,,,
A,keep,10-japanese-recipes,10,일식 레시피,,,
A,keep,10-chinese-recipes,10,중식 레시피,,,
A,keep,10-italian-recipes,10,이탈리안 레시피,,,
A,keep,10-air-fryer-recipes,10,에어프라이어 레시피,,,
A,keep,10-bento-recipes,10,도시락 레시피,,,
A,keep,10-breakfast-recipes,10,아침 레시피,,,
A,keep,10-drinks-recipes,10,술안주 레시피,,,
A,keep,10-chicken-recipes,10,닭고기 레시피,,,
A,keep,10-tofu-recipes,10,두부 레시피,,,
A,keep,10-noodle-recipes,10,면 요리 레시피,,,
A,keep,11-jeju-trip,11,제주 여행,,,
A,keep,11-busan-trip,11,부산 여행,,,
A,keep,11-gangwon-trip,11,강원 여행,,,
A,keep,11-gyeongju-trip,11,경주 여행,,,
A,keep,11-jeonju-trip,11,전주 여행,,,
A,keep,11-yeosu-trip,11,여수 여행,,,
A,keep,11-japan-trip,11,일본 여행,,,
A,keep,11-thailand-trip,11,태국 여행,,,
A,keep,11-vietnam-trip,11,베트남 여행,,,
A,keep,11-taiwan-trip,11,대만 여행,,,
A,keep,11-europe-trip,11,유럽 여행,,,
A,keep,11-usa-trip,11,미국 여행,,,
A,keep,13-poodle-care,13,푸들 케어,,,
A,keep,13-maltese-care,13,말티즈 케어,,,
A,keep,13-cat-litter-box,13,고양이 화장실,,,
A,keep,13-senior-dog-care,13,노견 케어,,,
A,keep,13-adopting-a-pet,13,반려견 입양,,,
A,keep,13-multi-cat-household,13,다묘 가정,,,
A,keep,06-suv-guide,06,SUV 가이드,,,
A,keep,06-lightweight-car-guide,06,경차 가이드,,,
A,keep,06-import-car-guide,06,수입차 가이드,,,
A,keep,06-hybrid-car,06,하이브리드 차,,,
A,keep,06-beginner-driving,06,초보 운전,,,
A,keep,06-long-distance-driving,06,장거리 운전,,,
A,keep,06-winter-driving,06,겨울 운전,,,
A,keep,09-korean-food,09,한식 맛집,,,
A,keep,09-japanese-food,09,일식 맛집,,,
A,keep,09-chinese-food,09,중식 맛집,,,
A,keep,09-western-food,09,양식 맛집,,,
A,keep,09-meat-food,09,고기 맛집,,,
A,keep,09-seafood-food,09,해산물 맛집,,,
A,keep,09-snack-food,09,분식 맛집,,,
A,keep,09-dining-food,09,회식 맛집,,,
A,keep,09-family-food,09,가족 모임 맛집,,,
A,keep,09-night-food,09,야식 맛집,,,
A,keep,09-delivery-food,09,배달 맛집,,,
A,keep,09-dessert-cafe,09,디저트 카페,,,
A,keep,10-mexican-recipe,10,멕시칸 레시피,,,
A,keep,10-french-recipe,10,프렌치 레시피,,,
A,keep,10-microwave-cooking,10,전자레인지 요리,,,
A,keep,10-pot-cooking,10,냄비 요리,,,
B,move,10-baby-meal,10,유아 식단,,16,확장안 채택 시 L1 16로 이동(보수안에선 keep)
A,keep,10-diet-recipe,10,다이어트 레시피,,,
A,keep,10-pork-recipe,10,돼지고기 레시피,,,
A,keep,10-rice-recipe,10,밥 요리 레시피,,,
A,keep,10-snack-recipe,10,간식 레시피,,,
A,keep,10-salad-recipe,10,샐러드 레시피,,,
A,keep,11-travel-visa,11,여행 비자,,,
A,keep,11-currency-exchange,11,환전 가이드,,,
A,keep,11-esim-guide,11,eSIM 가이드,,,
A,keep,11-rental-car-travel,11,렌터카 여행,,,
A,keep,11-airport-guide,11,공항 이용법,,,
A,keep,11-duty-free-shopping,11,면세점 쇼핑,,,
A,keep,14-kangwon-camping,14,강원 캠핑,,,
A,keep,14-jeju-camping,14,제주 캠핑,,,
A,keep,14-winter-camping,14,겨울 캠핑,,,
A,keep,14-summer-camping,14,여름 캠핑,,,
A,keep,14-tent-recommend,14,텐트 추천,,,
A,keep,14-sleeping-bag-recommend,14,침낭 추천,,,
A,keep,14-camping-burner,14,캠핑 버너,,,
A,keep,14-camping-lantern,14,캠핑 랜턴,,,
A,keep,14-gyeonggi-hiking,14,경기 등산,,,
A,keep,14-jeju-hiking,14,제주 등산,,,
A,keep,14-fishing-spot-info,14,낚시터 정보,,,
A,keep,14-sea-fishing,14,바다낚시,,,
A,keep,01-k-pop,01,K-POP,,,
A,keep,01-ott-recommend,01,OTT 추천,,,
A,keep,01-webtoon-recommend,01,웹툰 추천,,,
A,merge,01-idol-news,01,아이돌 소식,01-ent-news,,→ 연예뉴스로 흡수
A,keep,01-music-chart,01,가요 차트,,,
A,keep,01-concert-info,01,콘서트 정보,,,
A,merge,01-celebrity-gossip,01,연예 가십,01-ent-news,,→ 연예뉴스로 흡수
A,merge,01-awards,01,시상식,01-award,,→ 수상로 흡수
A,merge,01-kpop-concert,01,아이돌 콘서트,01-concert-info,,→ 콘서트 정보로 흡수
A,keep,01-actor-filmography,01,배우 필모그래피,,,
A,keep,01-kpop-merchandise,01,아이돌 굿즈,,,
A,keep,01-kpop-fansign,01,아이돌 팬사인회,,,
A,keep,01-netflix-drama,01,넷플릭스 드라마,,,
A,keep,01-ost,01,드라마 OST,,,
A,keep,01-reality-show,01,리얼리티 예능,,,
A,keep,01-k-movie,01,한국 영화,,,
A,keep,01-foreign-drama,01,해외 드라마,,,
A,keep,01-celeb-youtube,01,연예인 유튜브,,,
A,keep,01-music-show,01,음악방송,,,
A,merge,01-variety-highlight,01,예능 명장면,01-variety-show,,→ 예능로 흡수
A,keep,01-celeb-diet,01,연예인 다이어트,,,
A,keep,01-celeb-wedding,01,연예인 결혼,,,
A,merge,01-drama-actor,01,드라마 배우,01-actor-filmography,,→ 배우 필모그래피로 흡수
A,keep,01-mc,01,예능 MC,,,
A,merge,01-celeb-insta,01,연예인 인스타,01-stargram,,→ 스타그램로 흡수
A,merge,02-stock-beginner,02,주식 입문,02-stock-investment,,→ 주식 투자로 흡수
A,keep,02-etf-investment,02,ETF 투자,,,
A,keep,02-dividend-stocks,02,배당주,,,
A,merge,02-financial-planning-beginner,02,재테크 입문,02-financial-planning-methods,,→ 재테크 방법로 흡수
A,keep,02-tax-saving-methods,02,절세 방법,,,
A,keep,02-retirement-savings,02,연금저축,,,
A,keep,02-irp-account,02,IRP 계좌,,,
A,keep,02-real-estate-subscription,02,부동산 청약,,,
A,keep,02-lease-vs-rent,02,전세 vs 월세,,,
A,keep,02-loan-interest-rate,02,대출 금리,,,
A,keep,02-credit-score,02,신용점수,,,
A,keep,02-credit-card-benefits,02,카드 혜택,,,
A,keep,02-budget-friendly-phone,02,알뜰폰,,,
A,keep,02-communication-cost-saving,02,통신비 절약,,,
A,keep,02-living-cost-saving,02,생활비 절약,,,
A,keep,02-exchange-rate-info,02,환율 정보,,,
A,keep,02-cryptocurrency-intro,02,코인 입문,,,
A,rename,02-deposit-interest-rate,02,예금 금리,,예적금 정보,
A,merge,02-time-deposit-recommendation,02,적금 추천,02-deposit-interest-rate,,→ 예금 금리로 흡수
A,keep,02-consumption-habits,02,소비습관,,,
A,keep,02-household-book-keeping,02,가계부 작성,,,
A,keep,02-us-stocks,02,미국 주식,,,
A,keep,02-kr-stocks,02,국내 주식,,,
A,keep,02-inheritance-donation,02,상속 증여,,,
A,keep,02-unemployment-benefits,02,실업급여,,,
A,keep,02-youth-jump-account,02,청년 도약계좌,,,
A,keep,02-gov-support-money,02,정부지원금,,,
A,keep,02-small-business-support,02,소상공인 지원,,,
A,keep,02-startup-funding,02,창업 자금,,,
A,keep,02-freelancer-tax,02,프리랜서 세금,,,
A,keep,02-year-end-tax-adjustment,02,연말정산,,,
A,keep,03-home-training,03,홈트레이닝,,,
A,keep,03-yoga-beginner,03,요가 입문,,,
A,keep,03-pilates,03,필라테스,,,
A,keep,03-stretching,03,스트레칭,,,
A,merge,03-gym-beginner,03,헬스 입문,03-fitness,,→ 피트니스로 흡수
A,keep,03-protein-diet,03,단백질 식단,,,
A,keep,03-intermittent-fasting,03,간헐적 단식,,,
A,keep,03-low-sodium-diet,03,저염 식단,,,
A,keep,03-blood-sugar-management,03,혈당 관리,,,
A,keep,03-cholesterol-management,03,콜레스테롤 관리,,,
A,keep,04-spring-outfit,04,봄 코디,,,
A,keep,04-summer-outfit,04,여름 코디,,,
A,keep,04-autumn-outfit,04,가을 코디,,,
A,keep,04-winter-outfit,04,겨울 코디,,,
A,keep,04-transitional-season-outfit,04,환절기 코디,,,
A,keep,04-office-wear,04,오피스룩,,,
A,keep,04-date-night-outfit,04,데이트룩,,,
A,keep,04-casual-outfit,04,캐주얼 코디,,,
A,keep,04-street-fashion,04,스트릿 패션,,,
A,keep,04-vintage-fashion,04,빈티지 패션,,,
A,keep,04-plus-size-fashion,04,플러스사이즈,,,
A,keep,04-daily-outfit,04,데일리룩,,,
A,keep,04-interview-outfit,04,면접 복장,,,
A,keep,04-denim-coordination,04,데님 코디,,,
A,keep,05-overseas-soccer,05,해외축구,,,
A,keep,05-epl-analysis,05,EPL 분석,,,
A,keep,05-champions-league-info,05,챔스 정보,,,
A,keep,05-world-cup,05,월드컵,,,
A,keep,05-k-league,05,K리그,,,
A,keep,05-kbo-league,05,KBO 리그,,,
A,keep,05-mlb-info,05,MLB 정보,,,
A,keep,05-nba-info,05,NBA 정보,,,
A,keep,05-golf-tournament,05,골프 대회,,,
B,move,05-esports,05,e스포츠,,18,확장안 채택 시 L1 18로 이동(보수안에선 keep)
A,keep,05-olympics,05,올림픽,,,
A,keep,05-marathon,05,마라톤,,,
A,keep,05-football-tactics,05,축구 전술,,,
A,keep,05-baseball-tactics,05,야구 전술,,,
A,keep,05-basketball-analysis,05,농구 분석,,,
A,keep,05-volleyball-league,05,배구 리그,,,
A,keep,05-martial-arts,05,격투기,,,
A,keep,05-ufc,05,UFC,,,
A,keep,05-sports-injury,05,스포츠 부상,,,
A,keep,05-player-transfer,05,선수 이적,,,
A,keep,05-sports-nutrition,05,스포츠 영양,,,
A,keep,05-football-youtube,05,축구 유튜브,,,
A,keep,05-stadium-tour,05,경기장 투어,,,
A,keep,05-sports-viewing,05,스포츠 시청,,,
A,keep,05-soccer-goods,05,축구 굿즈,,,
A,keep,05-baseball-goods,05,야구 굿즈,,,
A,keep,05-sneaker-review,05,운동화 리뷰,,,
A,keep,05-sports-travel,05,스포츠 여행,,,
A,keep,05-korea-soccer,05,축구 국가대표,,,
A,keep,05-korea-baseball,05,야구 국가대표,,,
A,keep,06-ev-charging,06,전기차 충전,,,
A,keep,06-tire-maintenance,06,타이어 관리,,,
A,keep,06-oil-change,06,오일 교환,,,
A,keep,06-car-dashcam,06,블랙박스,,,
A,keep,06-car-navigation,06,내비게이션,,,
A,keep,06-car-wash,06,자동차 세차,,,
A,keep,06-parking-tips,06,주차 팁,,,
A,keep,06-fuel-efficiency,06,연비 향상,,,
A,keep,06-car-odor-removal,06,차량 냄새 제거,,,
A,keep,07-tablet-review,07,태블릿 리뷰,,,
A,keep,07-laptop-review,07,노트북 리뷰,,,
A,keep,07-earphone-review,07,이어폰 리뷰,,,
A,keep,07-monitor-recommend,07,모니터 추천,,,
A,keep,07-router-recommend,07,공유기 추천,,,
A,keep,07-keyboard-recommend,07,키보드 추천,,,
A,keep,07-mouse-recommend,07,마우스 추천,,,
A,merge,07-webcam-recommend,07,웹캠 추천,07-video-conference-tips,,→ 화상회의 팁로 흡수
A,keep,07-ssd-recommend,07,SSD 추천,,,
A,keep,07-smartwatch,07,스마트워치,,,
A,merge,07-wireless-charger,07,무선충전기,07-portable-battery,,→ 보조배터리로 흡수
A,rename,07-portable-battery,07,보조배터리,,충전·전원 기기,
A,keep,07-bluetooth-speaker,07,블루투스 스피커,,,
A,keep,07-printer-review,07,프린터 추천,,,
A,keep,07-nas-review,07,NAS 추천,,,
A,keep,07-ai-utilization,07,AI 활용,,,
A,keep,07-chatgpt-tips,07,ChatGPT 팁,,,
A,keep,07-data-backup,07,데이터 백업,,,
A,keep,07-cloud-storage,07,클라우드 저장,,,
A,rename,07-video-conference-tips,07,화상회의 팁,,화상회의·웹캠,
A,keep,07-photo-editing-apps,07,사진 보정 앱,,,
A,keep,07-smartphone-settings,07,스마트폰 설정,,,
A,keep,07-pc-optimization,07,PC 최적화,,,
A,keep,08-skin-whitening-care,08,미백 케어,,,
A,keep,08-skin-elasticity-care,08,탄력 케어,,,
A,keep,08-skin-dryness-care,08,속건조 케어,,,
A,keep,08-sensitive-skin-care,08,민감성 피부,,,
A,keep,08-oily-skin-care,08,지성 피부,,,
A,keep,08-dry-skin-care,08,건성 피부,,,
A,keep,08-combination-skin-care,08,복합성 피부,,,
A,keep,08-skin-redness-care,08,홍조 케어,,,
A,keep,08-dark-circle-care,08,다크서클 케어,,,
A,keep,08-teenage-skin-care,08,10대 피부,,,
A,keep,08-twenties-skin-care,08,20대 피부,,,
A,keep,08-30s-skin-care,08,30대 피부,,,
A,keep,08-40s-skin-care,08,40대 피부,,,
A,keep,08-pregnancy-beauty,08,임산부 뷰티,,,
A,keep,08-lip-care,08,립 케어,,,
A,keep,08-body-care,08,바디 케어,,,
A,keep,08-exfoliation,08,각질 제거,,,
A,keep,08-sunscreen,08,선크림,,,
A,keep,08-cleansing,08,클렌징,,,
A,keep,08-face-mask-recommendation,08,팩 추천,,,
A,merge,08-weekend-face-mask-routine,08,주말 팩 루틴,08-face-mask-recommendation,,→ 팩 추천로 흡수
A,keep,08-summer-skincare-tips,08,여름 스킨케어,,,
A,keep,08-winter-skincare-tips,08,겨울 스킨케어,,,
A,merge,08-pre-makeup-routine,08,화장 전 루틴,08-skincare-routine,,→ 스킨케어 루틴로 흡수
A,keep,09-myeongdong-food,09,명동 맛집,,,
A,keep,09-sinchon-food,09,신촌 맛집,,,
A,keep,09-gwangjangdae-food,09,건대 맛집,,,
A,keep,09-euljiro-food,09,을지로 맛집,,,
A,keep,09-mangwon-food,09,망원 맛집,,,
A,keep,09-yeonnam-food,09,연남 맛집,,,
A,keep,09-songpa-food,09,송파 맛집,,,
A,keep,09-jongno-food,09,종로 맛집,,,
A,keep,09-nowon-food,09,노원 맛집,,,
A,keep,09-mokdong-food,09,목동 맛집,,,
A,keep,09-sangam-food,09,상암 맛집,,,
A,keep,09-yeouido-food,09,여의도 맛집,,,
A,keep,09-pangyo-food,09,판교 맛집,,,
A,keep,09-ilsan-food,09,일산 맛집,,,
A,keep,09-bundang-food,09,분당 맛집,,,
A,keep,09-bakery-cafe,09,베이커리 카페,,,
A,keep,09-rooftop-cafe,09,루프탑 카페,,,
A,keep,09-pet-cafe,09,반려견 카페,,,
A,keep,09-view-cafe,09,뷰 카페,,,
A,keep,09-university-food,09,대학가 맛집,,,
A,keep,09-station-food,09,역세권 맛집,,,
A,merge,09-hidden-food,09,숨은 맛집,09-local-food,,→ 현지인 맛집로 흡수
A,merge,09-reservation-food,09,예약 맛집,09-waiting-food,,→ 웨이팅 맛집로 흡수
A,keep,09-lunch-food,09,점심 맛집,,,
A,keep,09-evening-food,09,저녁 맛집,,,
A,keep,09-value-for-money-food,09,가성비 맛집,,,
A,rename,09-waiting-food,09,웨이팅 맛집,,웨이팅·예약 맛집,
A,keep,09-local-food,09,현지인 맛집,,,
A,keep,09-takeout-food,09,포장 맛집,,,
A,keep,09-naengmyeon-food,09,냉면 맛집,,,
A,keep,09-kalguksu-food,09,칼국수 맛집,,,
A,keep,09-pizza-food,09,피자 맛집,,,
A,keep,09-hamburger-food,09,햄버거 맛집,,,
