batch,phase,l2_id,l1_code,name_ko,status
13,replace,02-real-estate-subscription,02,부동산 청약,기존 유지
13,replace,02-retirement-savings,02,연금저축,기존 유지
13,replace,02-small-business-support,02,소상공인 지원,기존 유지
13,replace,02-startup-funding,02,창업 자금,기존 유지
13,replace,02-tax-saving-methods,02,절세 방법,기존 유지
13,replace,02-unemployment-benefits,02,실업급여,기존 유지
13,replace,02-us-stocks,02,미국 주식,기존 유지
13,replace,02-year-end-tax-adjustment,02,연말정산,기존 유지
13,replace,02-youth-jump-account,02,청년 도약계좌,기존 유지
13,replace,03-blood-sugar-management,03,혈당 관리,기존 유지
13,replace,03-cholesterol-management,03,콜레스테롤 관리,기존 유지
13,replace,03-home-training,03,홈트레이닝,기존 유지
13,replace,03-intermittent-fasting,03,간헐적 단식,기존 유지
13,replace,03-low-sodium-diet,03,저염 식단,기존 유지
13,replace,03-pilates,03,필라테스,기존 유지
13,replace,03-protein-diet,03,단백질 식단,기존 유지
13,replace,03-stretching,03,스트레칭,기존 유지
13,replace,03-yoga-beginner,03,요가 입문,기존 유지
13,replace,04-autumn-outfit,04,가을 코디,기존 유지
13,replace,04-casual-outfit,04,캐주얼 코디,기존 유지
14,replace,04-daily-outfit,04,데일리룩,기존 유지
14,replace,04-date-night-outfit,04,데이트룩,기존 유지
14,replace,04-denim-coordination,04,데님 코디,기존 유지
14,replace,04-interview-outfit,04,면접 복장,기존 유지
14,replace,04-office-wear,04,오피스룩,기존 유지
14,replace,04-plus-size-fashion,04,플러스사이즈,기존 유지
14,replace,04-spring-outfit,04,봄 코디,기존 유지
14,replace,04-street-fashion,04,스트릿 패션,기존 유지
14,replace,04-summer-outfit,04,여름 코디,기존 유지
14,replace,04-transitional-season-outfit,04,환절기 코디,기존 유지
14,replace,04-vintage-fashion,04,빈티지 패션,기존 유지
14,replace,04-winter-outfit,04,겨울 코디,기존 유지
14,replace,05-baseball-goods,05,야구 굿즈,기존 유지
14,replace,05-baseball-tactics,05,야구 전술,기존 유지
14,replace,05-basketball-analysis,05,농구 분석,기존 유지
14,replace,05-champions-league-info,05,챔스 정보,기존 유지
14,replace,05-epl-analysis,05,EPL 분석,기존 유지
14,replace,05-football-tactics,05,축구 전술,기존 유지
14,replace,05-football-youtube,05,축구 유튜브,기존 유지
14,replace,05-golf-tournament,05,골프 대회,기존 유지
14,replace,05-k-league,05,K리그,기존 유지
14,replace,05-kbo-league,05,KBO 리그,기존 유지
14,replace,05-korea-baseball,05,야구 국가대표,기존 유지
14,replace,05-korea-soccer,05,축구 국가대표,기존 유지
14,replace,05-marathon,05,마라톤,기존 유지
14,replace,05-martial-arts,05,격투기,기존 유지
14,replace,05-mlb-info,05,MLB 정보,기존 유지
14,replace,05-nba-info,05,NBA 정보,기존 유지
14,replace,05-olympics,05,올림픽,기존 유지
14,replace,05-overseas-soccer,05,해외축구,기존 유지
15,replace,05-player-transfer,05,선수 이적,기존 유지
15,replace,05-sneaker-review,05,운동화 리뷰,기존 유지
15,replace,05-soccer-goods,05,축구 굿즈,기존 유지
15,replace,05-sports-injury,05,스포츠 부상,기존 유지
15,replace,05-sports-nutrition,05,스포츠 영양,기존 유지
15,replace,05-sports-travel,05,스포츠 여행,기존 유지
15,replace,05-sports-viewing,05,스포츠 시청,기존 유지
15,replace,05-stadium-tour,05,경기장 투어,기존 유지
15,replace,05-ufc,05,UFC,기존 유지
15,replace,05-volleyball-league,05,배구 리그,기존 유지
15,replace,05-world-cup,05,월드컵,기존 유지
15,replace,06-beginner-driving,06,초보 운전,기존 유지
15,replace,06-car-dashcam,06,블랙박스,기존 유지
15,replace,06-car-navigation,06,내비게이션,기존 유지
15,replace,06-car-odor-removal,06,차량 냄새 제거,기존 유지
15,replace,06-car-wash,06,자동차 세차,기존 유지
15,replace,06-ev-charging,06,전기차 충전,기존 유지
15,replace,06-fuel-efficiency,06,연비 향상,기존 유지
15,replace,06-hybrid-car,06,하이브리드 차,기존 유지
15,replace,06-import-car-guide,06,수입차 가이드,기존 유지
15,replace,06-lightweight-car-guide,06,경차 가이드,기존 유지
15,replace,06-long-distance-driving,06,장거리 운전,기존 유지
15,replace,06-oil-change,06,오일 교환,기존 유지
15,replace,06-parking-tips,06,주차 팁,기존 유지
15,replace,06-suv-guide,06,SUV 가이드,기존 유지
15,replace,06-tire-maintenance,06,타이어 관리,기존 유지
15,replace,06-winter-driving,06,겨울 운전,기존 유지
15,replace,07-ai-utilization,07,AI 활용,기존 유지
15,replace,07-bluetooth-speaker,07,블루투스 스피커,기존 유지
15,replace,07-chatgpt-tips,07,ChatGPT 팁,기존 유지
16,replace,07-cloud-storage,07,클라우드 저장,기존 유지
16,replace,07-data-backup,07,데이터 백업,기존 유지
16,replace,07-earphone-review,07,이어폰 리뷰,기존 유지
16,replace,07-keyboard-recommend,07,키보드 추천,기존 유지
16,replace,07-laptop-review,07,노트북 리뷰,기존 유지
16,replace,07-monitor-recommend,07,모니터 추천,기존 유지
16,replace,07-mouse-recommend,07,마우스 추천,기존 유지
16,replace,07-nas-review,07,NAS 추천,기존 유지
16,replace,07-pc-optimization,07,PC 최적화,기존 유지
16,replace,07-photo-editing-apps,07,사진 보정 앱,기존 유지
16,replace,07-portable-battery,07,충전·전원 기기,개명
16,replace,07-printer-review,07,프린터 추천,기존 유지
16,replace,07-router-recommend,07,공유기 추천,기존 유지
16,replace,07-smartphone-settings,07,스마트폰 설정,기존 유지
16,replace,07-smartwatch,07,스마트워치,기존 유지
16,replace,07-ssd-recommend,07,SSD 추천,기존 유지
16,replace,07-tablet-review,07,태블릿 리뷰,기존 유지
16,replace,07-video-conference-tips,07,화상회의·웹캠,개명
16,replace,08-30s-skin-care,08,30대 피부,기존 유지
16,replace,08-40s-skin-care,08,40대 피부,기존 유지
16,replace,08-acne-care,08,여드름 케어,기존 유지
16,replace,08-body-care,08,바디 케어,기존 유지
16,replace,08-cleansing,08,클렌징,기존 유지
16,replace,08-combination-skin-care,08,복합성 피부,기존 유지
16,replace,08-dark-circle-care,08,다크서클 케어,기존 유지
16,replace,08-dry-skin-care,08,건성 피부,기존 유지
16,replace,08-exfoliation,08,각질 제거,기존 유지
16,replace,08-face-mask-recommendation,08,팩 추천,기존 유지
16,replace,08-lip-care,08,립 케어,기존 유지
16,replace,08-mens-beauty,08,남성 뷰티,기존 유지
17,replace,08-nail-care,08,네일 케어,기존 유지
17,replace,08-oily-skin-care,08,지성 피부,기존 유지
17,replace,08-pore-care,08,모공 케어,기존 유지
17,replace,08-pregnancy-beauty,08,임산부 뷰티,기존 유지
17,replace,08-sensitive-skin-care,08,민감성 피부,기존 유지
17,replace,08-skin-dryness-care,08,속건조 케어,기존 유지
17,replace,08-skin-elasticity-care,08,탄력 케어,기존 유지
17,replace,08-skin-redness-care,08,홍조 케어,기존 유지
17,replace,08-skin-whitening-care,08,미백 케어,기존 유지
17,replace,08-summer-skincare-tips,08,여름 스킨케어,기존 유지
17,replace,08-sunscreen,08,선크림,기존 유지
17,replace,08-teenage-skin-care,08,10대 피부,기존 유지
17,replace,08-twenties-skin-care,08,20대 피부,기존 유지
17,replace,08-winter-skincare-tips,08,겨울 스킨케어,기존 유지
17,replace,08-wrinkle-care,08,주름 케어,기존 유지
17,replace,09-bakery-cafe,09,베이커리 카페,기존 유지
17,replace,09-bundang-food,09,분당 맛집,기존 유지
17,replace,09-chicken-food,09,치킨 맛집,기존 유지
17,replace,09-chinese-food,09,중식 맛집,기존 유지
17,replace,09-chungbuk-food,09,충북 맛집,기존 유지
17,replace,09-chungnam-food,09,충남 맛집,기존 유지
17,replace,09-delivery-food,09,배달 맛집,기존 유지
17,replace,09-dessert-cafe,09,디저트 카페,기존 유지
17,replace,09-dining-food,09,회식 맛집,기존 유지
17,replace,09-euljiro-food,09,을지로 맛집,기존 유지
17,replace,09-evening-food,09,저녁 맛집,기존 유지
17,replace,09-family-food,09,가족 모임 맛집,기존 유지
17,replace,09-gangnam-food,09,강남 맛집,기존 유지
17,replace,09-gopchang-food,09,곱창 맛집,기존 유지
17,replace,09-gwangjangdae-food,09,건대 맛집,기존 유지
18,replace,09-gyeongbuk-food,09,경북 맛집,기존 유지
